voucher_no,voucher_date,supplier_id,supplier_name,product_id,stock_item,pack,qty,unit,rate,discount_pct,taxable_amount,gst_amount,invoice_amount,godown
PUR001317,2026-05-01,SUP013,PepsiCo Rajasthan,PRD0055,Lays Classic Chips,26g,381,PCS,9.01,3.0,3329.83,399.58,3729.41,Main Godown
PUR001318,2026-05-31,SUP014,PepsiCo Rajasthan,PRD0055,Lays Classic Chips,26g,224,PCS,9.05,3.0,1966.38,235.97,2202.35,Tonk Branch
PUR001319,2026-06-22,SUP015,PepsiCo Rajasthan,PRD0055,Lays Classic Chips,26g,290,PCS,9.06,0.0,2627.4,315.29,2942.69,Main Godown
PUR001320,2026-08-01,SUP001,PepsiCo Rajasthan,PRD0055,Lays Classic Chips,26g,459,PCS,9.05,0.0,4153.95,498.47,4652.42,Main Godown
PUR001321,2024-09-01,SUP002,PepsiCo Rajasthan,PRD0056,Kurkure Masala,90g,213,PCS,19.16,0.0,4081.08,489.73,4570.81,Main Godown
PUR001322,2024-09-19,SUP003,PepsiCo Rajasthan,PRD0056,Kurkure Masala,90g,255,PCS,19.14,3.0,4734.28,568.11,5302.39,Tonk Branch
PUR001323,2024-10-19,SUP004,PepsiCo Rajasthan,PRD0056,Kurkure Masala,90g,255,PCS,19.18,1.0,4841.99,581.04,5423.03,Tonk Branch
PUR001324,2024-11-25,SUP005,PepsiCo Rajasthan,PRD0056,Kurkure Masala,90g,411,PCS,19.05,0.0,7829.55,939.55,8769.1,Main Godown
PUR001325,2024-12-31,SUP006,PepsiCo Rajasthan,PRD0056,Kurkure Masala,90g,56,PCS,18.99,3.0,1031.54,123.78,1155.32,Tonk Branch
PUR001326,2025-01-20,SUP007,PepsiCo Rajasthan,PRD0056,Kurkure Masala,90g,145,PCS,18.96,0.0,2749.2,329.9,3079.1,Main Godown
PUR001327,2025-03-01,SUP008,PepsiCo Rajasthan,PRD0056,Kurkure Masala,90g,410,PCS,19.08,3.0,7588.12,910.57,8498.69,Tonk Branch
PUR001328,2025-03-20,SUP009,PepsiCo Rajasthan,PRD0056,Kurkure Masala,90g,218,PCS,18.95,0.0,4131.1,495.73,4626.83,Tonk Branch
PUR001329,2025-04-18,SUP010,PepsiCo Rajasthan,PRD0056,Kurkure Masala,90g,290,PCS,19.06,0.0,5527.4,663.29,6190.69,Main Godown
PUR001330,2025-05-29,SUP011,PepsiCo Rajasthan,PRD0056,Kurkure Masala,90g,207,PCS,18.99,3.0,3813.0,457.56,4270.56,Tonk Branch
PUR001331,2025-06-27,SUP012,PepsiCo Rajasthan,PRD0056,Kurkure Masala,90g,45,PCS,19.13,3.0,835.02,100.2,935.22,Tonk Branch
PUR001332,2025-07-28,SUP013,PepsiCo Rajasthan,PRD0056,Kurkure Masala,90g,320,PCS,19.13,0.0,6121.6,734.59,6856.19,Main Godown
PUR001333,2025-08-28,SUP014,PepsiCo Rajasthan,PRD0056,Kurkure Masala,90g,167,PCS,19.01,3.0,3079.43,369.53,3448.96,Main Godown
PUR001334,2025-09-20,SUP015,PepsiCo Rajasthan,PRD0056,Kurkure Masala,90g,319,PCS,19.06,2.0,5958.54,715.02,6673.56,Main Godown
PUR001335,2025-10-24,SUP001,PepsiCo Rajasthan,PRD0056,Kurkure Masala,90g,305,PCS,19.15,1.0,5782.34,693.88,6476.22,Main Godown
PUR001336,2025-12-01,SUP002,PepsiCo Rajasthan,PRD0056,Kurkure Masala,90g,223,PCS,19.01,3.0,4112.05,493.45,4605.5,Tonk Branch
PUR001337,2025-12-22,SUP003,PepsiCo Rajasthan,PRD0056,Kurkure Masala,90g,328,PCS,19.02,3.0,6051.4,726.17,6777.57,Main Godown
PUR001338,2026-02-01,SUP004,PepsiCo Rajasthan,PRD0056,Kurkure Masala,90g,168,PCS,19.16,3.0,3122.31,374.68,3496.99,Tonk Branch
PUR001339,2026-03-01,SUP005,PepsiCo Rajasthan,PRD0056,Kurkure Masala,90g,178,PCS,19.11,0.0,3401.58,408.19,3809.77,Tonk Branch
PUR001340,2026-03-27,SUP006,PepsiCo Rajasthan,PRD0056,Kurkure Masala,90g,35,PCS,19.0,3.0,645.05,77.41,722.46,Main Godown
PUR001341,2026-04-24,SUP007,PepsiCo Rajasthan,PRD0056,Kurkure Masala,90g,224,PCS,18.93,2.0,4155.51,498.66,4654.17,Main Godown
PUR001342,2026-05-22,SUP008,PepsiCo Rajasthan,PRD0056,Kurkure Masala,90g,86,PCS,19.1,2.0,1609.75,193.17,1802.92,Main Godown
PUR001343,2026-06-25,SUP009,PepsiCo Rajasthan,PRD0056,Kurkure Masala,90g,204,PCS,19.04,3.0,3767.64,452.12,4219.76,Main Godown
PUR001344,2026-07-23,SUP010,PepsiCo Rajasthan,PRD0056,Kurkure Masala,90g,258,PCS,19.08,2.0,4824.19,578.9,5403.09,Main Godown
PUR001345,2024-09-01,SUP011,PepsiCo Rajasthan,PRD0057,Uncle Chips,60g,261,PCS,15.02,3.0,3802.61,456.31,4258.92,Tonk Branch
PUR001346,2024-09-20,SUP012,PepsiCo Rajasthan,PRD0057,Uncle Chips,60g,446,PCS,15.04,1.0,6640.76,796.89,7437.65,Tonk Branch
PUR001347,2024-10-21,SUP013,PepsiCo Rajasthan,PRD0057,Uncle Chips,60g,363,PCS,15.03,1.0,5401.33,648.16,6049.49,Main Godown
PUR001348,2024-11-25,SUP014,PepsiCo Rajasthan,PRD0057,Uncle Chips,60g,145,PCS,15.1,0.0,2189.5,262.74,2452.24,Main Godown
PUR001349,2024-12-19,SUP015,PepsiCo Rajasthan,PRD0057,Uncle Chips,60g,138,PCS,15.13,3.0,2025.3,243.04,2268.34,Main Godown
PUR001350,2025-01-20,SUP001,PepsiCo Rajasthan,PRD0057,Uncle Chips,60g,102,PCS,15.06,0.0,1536.12,184.33,1720.45,Main Godown
PUR001351,2025-02-19,SUP002,PepsiCo Rajasthan,PRD0057,Uncle Chips,60g,370,PCS,14.93,0.0,5524.1,662.89,6186.99,Main Godown
PUR001352,2025-03-18,SUP003,PepsiCo Rajasthan,PRD0057,Uncle Chips,60g,341,PCS,14.93,0.0,5091.13,610.94,5702.07,Tonk Branch
PUR001353,2025-04-21,SUP004,PepsiCo Rajasthan,PRD0057,Uncle Chips,60g,191,PCS,14.96,0.0,2857.36,342.88,3200.24,Main Godown
PUR001354,2025-05-19,SUP005,PepsiCo Rajasthan,PRD0057,Uncle Chips,60g,368,PCS,14.93,1.0,5439.3,652.72,6092.02,Main Godown
PUR001355,2025-06-20,SUP006,PepsiCo Rajasthan,PRD0057,Uncle Chips,60g,160,PCS,14.94,3.0,2318.69,278.24,2596.93,Main Godown
PUR001356,2025-07-23,SUP007,PepsiCo Rajasthan,PRD0057,Uncle Chips,60g,227,PCS,15.1,2.0,3359.15,403.1,3762.25,Main Godown
PUR001357,2025-08-27,SUP008,PepsiCo Rajasthan,PRD0057,Uncle Chips,60g,193,PCS,15.09,2.0,2854.12,342.49,3196.61,Main Godown
PUR001358,2025-09-17,SUP009,PepsiCo Rajasthan,PRD0057,Uncle Chips,60g,419,PCS,15.02,0.0,6293.38,755.21,7048.59,Main Godown
PUR001359,2025-10-29,SUP010,PepsiCo Rajasthan,PRD0057,Uncle Chips,60g,453,PCS,15.12,3.0,6643.88,797.27,7441.15,Main Godown
PUR001360,2025-11-27,SUP011,PepsiCo Rajasthan,PRD0057,Uncle Chips,60g,319,PCS,14.99,0.0,4781.81,573.82,5355.63,Tonk Branch
PUR001361,2025-12-24,SUP012,PepsiCo Rajasthan,PRD0057,Uncle Chips,60g,232,PCS,15.09,0.0,3500.88,420.11,3920.99,Main Godown
PUR001362,2026-01-31,SUP013,PepsiCo Rajasthan,PRD0057,Uncle Chips,60g,182,PCS,15.06,0.0,2740.92,328.91,3069.83,Main Godown
PUR001363,2026-02-24,SUP014,PepsiCo Rajasthan,PRD0057,Uncle Chips,60g,312,PCS,15.08,3.0,4563.81,547.66,5111.47,Main Godown
PUR001364,2026-03-31,SUP015,PepsiCo Rajasthan,PRD0057,Uncle Chips,60g,266,PCS,15.05,3.0,3883.2,465.98,4349.18,Tonk Branch
PUR001365,2026-04-26,SUP001,PepsiCo Rajasthan,PRD0057,Uncle Chips,60g,150,PCS,15.09,1.0,2240.86,268.9,2509.76,Main Godown
PUR001366,2026-05-22,SUP002,PepsiCo Rajasthan,PRD0057,Uncle Chips,60g,58,PCS,15.01,0.0,870.58,104.47,975.05,Main Godown
PUR001367,2026-07-01,SUP003,PepsiCo Rajasthan,PRD0057,Uncle Chips,60g,353,PCS,15.07,0.0,5319.71,638.37,5958.08,Tonk Branch
PUR001368,2026-08-01,SUP004,PepsiCo Rajasthan,PRD0057,Uncle Chips,60g,256,PCS,14.94,0.0,3824.64,458.96,4283.6,Main Godown
PUR001369,2024-09-01,SUP005,Local Supplier,PRD0058,Haldiram Bhujia,200g,183,PCS,65.02,3.0,11541.7,1385.0,12926.7,Main Godown
PUR001370,2024-09-17,SUP006,Local Supplier,PRD0058,Haldiram Bhujia,200g,258,PCS,65.31,1.0,16681.48,2001.78,18683.26,Main Godown
PUR001371,2024-10-22,SUP007,Local Supplier,PRD0058,Haldiram Bhujia,200g,67,PCS,64.76,1.0,4295.53,515.46,4810.99,Main Godown
PUR001372,2024-11-22,SUP008,Local Supplier,PRD0058,Haldiram Bhujia,200g,171,PCS,65.43,2.0,10964.76,1315.77,12280.53,Main Godown
PUR001373,2024-12-28,SUP009,Local Supplier,PRD0058,Haldiram Bhujia,200g,26,PCS,65.36,2.0,1665.37,199.84,1865.21,Tonk Branch
PUR001374,2025-01-18,SUP010,Local Supplier,PRD0058,Haldiram Bhujia,200g,141,PCS,65.59,0.0,9248.19,1109.78,10357.97,Tonk Branch
PUR001375,2025-02-17,SUP011,Local Supplier,PRD0058,Haldiram Bhujia,200g,109,PCS,65.07,0.0,7092.63,851.12,7943.75,Main Godown
PUR001376,2025-03-21,SUP012,Local Supplier,PRD0058,Haldiram Bhujia,200g,398,PCS,64.91,2.0,25317.5,3038.1,28355.6,Main Godown
PUR001377,2025-04-30,SUP013,Local Supplier,PRD0058,Haldiram Bhujia,200g,155,PCS,64.91,2.0,9859.83,1183.18,11043.01,Main Godown
PUR001378,2025-05-23,SUP014,Local Supplier,PRD0058,Haldiram Bhujia,200g,126,PCS,64.73,0.0,8155.98,978.72,9134.7,Tonk Branch
PUR001379,2025-06-20,SUP015,Local Supplier,PRD0058,Haldiram Bhujia,200g,287,PCS,65.58,3.0,18256.82,2190.82,20447.64,Main Godown
PUR001380,2025-07-18,SUP001,Local Supplier,PRD0058,Haldiram Bhujia,200g,167,PCS,65.57,1.0,10840.69,1300.88,12141.57,Tonk Branch
PUR001381,2025-08-29,SUP002,Local Supplier,PRD0058,Haldiram Bhujia,200g,116,PCS,64.69,0.0,7504.04,900.48,8404.52,Main Godown
PUR001382,2025-09-26,SUP003,Local Supplier,PRD0058,Haldiram Bhujia,200g,43,PCS,65.62,0.0,2821.66,338.6,3160.26,Main Godown
PUR001383,2025-10-19,SUP004,Local Supplier,PRD0058,Haldiram Bhujia,200g,285,PCS,65.51,1.0,18483.65,2218.04,20701.69,Main Godown
PUR001384,2025-11-28,SUP005,Local Supplier,PRD0058,Haldiram Bhujia,200g,298,PCS,65.6,1.0,19353.31,2322.4,21675.71,Main Godown
PUR001385,2025-12-20,SUP006,Local Supplier,PRD0058,Haldiram Bhujia,200g,160,PCS,65.29,2.0,10237.47,1228.5,11465.97,Tonk Branch
PUR001386,2026-01-24,SUP007,Local Supplier,PRD0058,Haldiram Bhujia,200g,245,PCS,65.4,1.0,15862.77,1903.53,17766.3,Main Godown
PUR001387,2026-02-19,SUP008,Local Supplier,PRD0058,Haldiram Bhujia,200g,231,PCS,65.03,2.0,14721.49,1766.58,16488.07,Tonk Branch
PUR001388,2026-03-25,SUP009,Local Supplier,PRD0058,Haldiram Bhujia,200g,499,PCS,65.33,2.0,31947.68,3833.72,35781.4,Tonk Branch
PUR001389,2026-04-28,SUP010,Local Supplier,PRD0058,Haldiram Bhujia,200g,248,PCS,65.58,0.0,16263.84,1951.66,18215.5,Tonk Branch
PUR001390,2026-05-19,SUP011,Local Supplier,PRD0058,Haldiram Bhujia,200g,87,PCS,65.07,3.0,5491.26,658.95,6150.21,Tonk Branch
PUR001391,2026-06-23,SUP012,Local Supplier,PRD0058,Haldiram Bhujia,200g,158,PCS,64.79,1.0,10134.45,1216.13,11350.58,Tonk Branch
PUR001392,2026-08-01,SUP013,Local Supplier,PRD0058,Haldiram Bhujia,200g,135,PCS,65.6,0.0,8856.0,1062.72,9918.72,Tonk Branch
PUR001393,2024-09-01,SUP014,Local Supplier,PRD0059,Haldiram Aloo Bhujia,150g,177,PCS,47.8,3.0,8206.78,984.81,9191.59,Main Godown
PUR001394,2024-09-21,SUP015,Local Supplier,PRD0059,Haldiram Aloo Bhujia,150g,226,PCS,48.45,3.0,10621.21,1274.55,11895.76,Tonk Branch
PUR001395,2024-10-27,SUP001,Local Supplier,PRD0059,Haldiram Aloo Bhujia,150g,189,PCS,47.78,2.0,8849.81,1061.98,9911.79,Main Godown
PUR001396,2024-11-20,SUP002,Local Supplier,PRD0059,Haldiram Aloo Bhujia,150g,249,PCS,48.26,3.0,11656.24,1398.75,13054.99,Main Godown
PUR001397,2024-12-19,SUP003,Local Supplier,PRD0059,Haldiram Aloo Bhujia,150g,175,PCS,47.77,1.0,8276.15,993.14,9269.29,Tonk Branch
PUR001398,2025-01-24,SUP004,Local Supplier,PRD0059,Haldiram Aloo Bhujia,150g,137,PCS,48.34,0.0,6622.58,794.71,7417.29,Main Godown
PUR001399,2025-02-20,SUP005,Local Supplier,PRD0059,Haldiram Aloo Bhujia,150g,269,PCS,47.85,0.0,12871.65,1544.6,14416.25,Main Godown
PUR001400,2025-03-25,SUP006,Local Supplier,PRD0059,Haldiram Aloo Bhujia,150g,294,PCS,47.96,0.0,14100.24,1692.03,15792.27,Main Godown
PUR001401,2025-04-28,SUP007,Local Supplier,PRD0059,Haldiram Aloo Bhujia,150g,37,PCS,48.22,1.0,1766.3,211.96,1978.26,Main Godown
PUR001402,2025-05-23,SUP008,Local Supplier,PRD0059,Haldiram Aloo Bhujia,150g,257,PCS,47.83,0.0,12292.31,1475.08,13767.39,Main Godown
PUR001403,2025-06-23,SUP009,Local Supplier,PRD0059,Haldiram Aloo Bhujia,150g,34,PCS,48.27,0.0,1641.18,196.94,1838.12,Tonk Branch
PUR001404,2025-07-22,SUP010,Local Supplier,PRD0059,Haldiram Aloo Bhujia,150g,228,PCS,48.26,3.0,10673.18,1280.78,11953.96,Tonk Branch
PUR001405,2025-08-28,SUP011,Local Supplier,PRD0059,Haldiram Aloo Bhujia,150g,228,PCS,48.3,0.0,11012.4,1321.49,12333.89,Tonk Branch
PUR001406,2025-09-28,SUP012,Local Supplier,PRD0059,Haldiram Aloo Bhujia,150g,438,PCS,48.03,0.0,21037.14,2524.46,23561.6,Tonk Branch
PUR001407,2025-10-24,SUP013,Local Supplier,PRD0059,Haldiram Aloo Bhujia,150g,246,PCS,47.84,0.0,11768.64,1412.24,13180.88,Tonk Branch
PUR001408,2025-11-20,SUP014,Local Supplier,PRD0059,Haldiram Aloo Bhujia,150g,196,PCS,48.18,3.0,9159.98,1099.2,10259.18,Main Godown
PUR001409,2025-12-21,SUP015,Local Supplier,PRD0059,Haldiram Aloo Bhujia,150g,313,PCS,48.36,1.0,14985.31,1798.24,16783.55,Tonk Branch
PUR001410,2026-01-19,SUP001,Local Supplier,PRD0059,Haldiram Aloo Bhujia,150g,301,PCS,48.08,0.0,14472.08,1736.65,16208.73,Tonk Branch
PUR001411,2026-02-22,SUP002,Local Supplier,PRD0059,Haldiram Aloo Bhujia,150g,297,PCS,48.05,0.0,14270.85,1712.5,15983.35,Tonk Branch
PUR001412,2026-03-24,SUP003,Local Supplier,PRD0059,Haldiram Aloo Bhujia,150g,209,PCS,48.15,2.0,9862.08,1183.45,11045.53,Tonk Branch
PUR001413,2026-04-23,SUP004,Local Supplier,PRD0059,Haldiram Aloo Bhujia,150g,106,PCS,47.98,0.0,5085.88,610.31,5696.19,Main Godown
PUR001414,2026-05-21,SUP005,Local Supplier,PRD0059,Haldiram Aloo Bhujia,150g,104,PCS,47.91,3.0,4833.16,579.98,5413.14,Tonk Branch
PUR001415,2026-07-01,SUP006,Local Supplier,PRD0059,Haldiram Aloo Bhujia,150g,217,PCS,47.87,3.0,10076.16,1209.14,11285.3,Tonk Branch
PUR001416,2026-07-27,SUP007,Local Supplier,PRD0059,Haldiram Aloo Bhujia,150g,176,PCS,48.04,1.0,8370.49,1004.46,9374.95,Main Godown
PUR001417,2024-09-01,SUP008,Nestle Area Office Jaipur,PRD0060,Maggi Noodles,70g,351,PCS,11.0,0.0,3861.0,463.32,4324.32,Main Godown
PUR001418,2024-09-29,SUP009,Nestle Area Office Jaipur,PRD0060,Maggi Noodles,70g,314,PCS,11.07,1.0,3441.22,412.95,3854.17,Tonk Branch
PUR001419,2024-10-29,SUP010,Nestle Area Office Jaipur,PRD0060,Maggi Noodles,70g,406,PCS,11.05,0.0,4486.3,538.36,5024.66,Main Godown
PUR001420,2024-11-24,SUP011,Nestle Area Office Jaipur,PRD0060,Maggi Noodles,70g,172,PCS,11.04,2.0,1860.9,223.31,2084.21,Main Godown
PUR001421,2024-12-18,SUP012,Nestle Area Office Jaipur,PRD0060,Maggi Noodles,70g,291,PCS,11.1,1.0,3197.8,383.74,3581.54,Main Godown
PUR001422,2025-01-25,SUP013,Nestle Area Office Jaipur,PRD0060,Maggi Noodles,70g,205,PCS,10.99,2.0,2207.89,264.95,2472.84,Main Godown
PUR001423,2025-02-23,SUP014,Nestle Area Office Jaipur,PRD0060,Maggi Noodles,70g,272,PCS,11.11,2.0,2961.48,355.38,3316.86,Main Godown
PUR001424,2025-03-30,SUP015,Nestle Area Office Jaipur,PRD0060,Maggi Noodles,70g,168,PCS,11.06,0.0,1858.08,222.97,2081.05,Tonk Branch
PUR001425,2025-04-18,SUP001,Nestle Area Office Jaipur,PRD0060,Maggi Noodles,70g,175,PCS,11.05,0.0,1933.75,232.05,2165.8,Main Godown
PUR001426,2025-05-21,SUP002,Nestle Area Office Jaipur,PRD0060,Maggi Noodles,70g,130,PCS,11.05,1.0,1422.13,170.66,1592.79,Main Godown
PUR001427,2025-07-01,SUP003,Nestle Area Office Jaipur,PRD0060,Maggi Noodles,70g,198,PCS,11.09,1.0,2173.86,260.86,2434.72,Tonk Branch
PUR001428,2025-08-01,SUP004,Nestle Area Office Jaipur,PRD0060,Maggi Noodles,70g,143,PCS,11.05,2.0,1548.55,185.83,1734.38,Tonk Branch
PUR001429,2025-09-01,SUP005,Nestle Area Office Jaipur,PRD0060,Maggi Noodles,70g,145,PCS,11.08,3.0,1558.4,187.01,1745.41,Main Godown
PUR001430,2025-09-30,SUP006,Nestle Area Office Jaipur,PRD0060,Maggi Noodles,70g,550,PCS,11.04,1.0,6011.28,721.35,6732.63,Main Godown
PUR001431,2025-10-26,SUP007,Nestle Area Office Jaipur,PRD0060,Maggi Noodles,70g,325,PCS,11.02,3.0,3474.05,416.89,3890.94,Main Godown
PUR001432,2025-11-23,SUP008,Nestle Area Office Jaipur,PRD0060,Maggi Noodles,70g,220,PCS,11.07,1.0,2411.05,289.33,2700.38,Tonk Branch
PUR001433,2025-12-20,SUP009,Nestle Area Office Jaipur,PRD0060,Maggi Noodles,70g,174,PCS,11.05,0.0,1922.7,230.72,2153.42,Main Godown
PUR001434,2026-01-27,SUP010,Nestle Area Office Jaipur,PRD0060,Maggi Noodles,70g,245,PCS,11.01,0.0,2697.45,323.69,3021.14,Tonk Branch
PUR001435,2026-02-22,SUP011,Nestle Area Office Jaipur,PRD0060,Maggi Noodles,70g,206,PCS,11.07,0.0,2280.42,273.65,2554.07,Main Godown
PUR001436,2026-03-20,SUP012,Nestle Area Office Jaipur,PRD0060,Maggi Noodles,70g,256,PCS,11.06,0.0,2831.36,339.76,3171.12,Main Godown
PUR001437,2026-04-27,SUP013,Nestle Area Office Jaipur,PRD0060,Maggi Noodles,70g,150,PCS,10.98,0.0,1647.0,197.64,1844.64,Main Godown
PUR001438,2026-05-19,SUP014,Nestle Area Office Jaipur,PRD0060,Maggi Noodles,70g,194,PCS,11.05,0.0,2143.7,257.24,2400.94,Main Godown
PUR001439,2026-06-22,SUP015,Nestle Area Office Jaipur,PRD0060,Maggi Noodles,70g,166,PCS,11.06,3.0,1780.88,213.71,1994.59,Tonk Branch
PUR001440,2026-08-01,SUP001,Nestle Area Office Jaipur,PRD0060,Maggi Noodles,70g,305,PCS,10.98,1.0,3315.41,397.85,3713.26,Tonk Branch
PUR001441,2024-09-01,SUP002,ITC Tobacco & Foods Jaipur,PRD0061,Yippee Noodles,70g,222,PCS,11.94,0.0,2650.68,318.08,2968.76,Main Godown
PUR001442,2024-09-24,SUP003,ITC Tobacco & Foods Jaipur,PRD0061,Yippee Noodles,70g,373,PCS,12.08,0.0,4505.84,540.7,5046.54,Tonk Branch
PUR001443,2024-10-29,SUP004,ITC Tobacco & Foods Jaipur,PRD0061,Yippee Noodles,70g,273,PCS,12.02,0.0,3281.46,393.78,3675.24,Main Godown
PUR001444,2024-12-01,SUP005,ITC Tobacco & Foods Jaipur,PRD0061,Yippee Noodles,70g,135,PCS,11.94,2.0,1579.66,189.56,1769.22,Tonk Branch
PUR001445,2024-12-27,SUP006,ITC Tobacco & Foods Jaipur,PRD0061,Yippee Noodles,70g,164,PCS,11.97,1.0,1943.45,233.21,2176.66,Tonk Branch
PUR001446,2025-01-20,SUP007,ITC Tobacco & Foods Jaipur,PRD0061,Yippee Noodles,70g,199,PCS,12.03,1.0,2370.03,284.4,2654.43,Main Godown
PUR001447,2025-02-20,SUP008,ITC Tobacco & Foods Jaipur,PRD0061,Yippee Noodles,70g,328,PCS,11.96,1.0,3883.65,466.04,4349.69,Main Godown
PUR001448,2025-03-27,SUP009,ITC Tobacco & Foods Jaipur,PRD0061,Yippee Noodles,70g,159,PCS,12.09,1.0,1903.09,228.37,2131.46,Tonk Branch
PUR001449,2025-04-27,SUP010,ITC Tobacco & Foods Jaipur,PRD0061,Yippee Noodles,70g,101,PCS,12.04,1.0,1203.88,144.47,1348.35,Tonk Branch
PUR001450,2025-05-30,SUP011,ITC Tobacco & Foods Jaipur,PRD0061,Yippee Noodles,70g,408,PCS,12.12,0.0,4944.96,593.4,5538.36,Tonk Branch
PUR001451,2025-06-26,SUP012,ITC Tobacco & Foods Jaipur,PRD0061,Yippee Noodles,70g,299,PCS,12.1,3.0,3509.36,421.12,3930.48,Main Godown
PUR001452,2025-07-29,SUP013,ITC Tobacco & Foods Jaipur,PRD0061,Yippee Noodles,70g,247,PCS,12.12,0.0,2993.64,359.24,3352.88,Main Godown
PUR001453,2025-08-22,SUP014,ITC Tobacco & Foods Jaipur,PRD0061,Yippee Noodles,70g,89,PCS,12.09,0.0,1076.01,129.12,1205.13,Main Godown
PUR001454,2025-09-27,SUP015,ITC Tobacco & Foods Jaipur,PRD0061,Yippee Noodles,70g,358,PCS,12.01,3.0,4170.59,500.47,4671.06,Main Godown
PUR001455,2025-10-22,SUP001,ITC Tobacco & Foods Jaipur,PRD0061,Yippee Noodles,70g,366,PCS,12.11,0.0,4432.26,531.87,4964.13,Tonk Branch
PUR001456,2025-11-21,SUP002,ITC Tobacco & Foods Jaipur,PRD0061,Yippee Noodles,70g,211,PCS,11.96,0.0,2523.56,302.83,2826.39,Main Godown
PUR001457,2025-12-21,SUP003,ITC Tobacco & Foods Jaipur,PRD0061,Yippee Noodles,70g,160,PCS,12.04,1.0,1907.14,228.86,2136.0,Main Godown
PUR001458,2026-01-18,SUP004,ITC Tobacco & Foods Jaipur,PRD0061,Yippee Noodles,70g,356,PCS,12.11,1.0,4268.05,512.17,4780.22,Main Godown
PUR001459,2026-02-25,SUP005,ITC Tobacco & Foods Jaipur,PRD0061,Yippee Noodles,70g,333,PCS,12.09,0.0,4025.97,483.12,4509.09,Main Godown
PUR001460,2026-03-24,SUP006,ITC Tobacco & Foods Jaipur,PRD0061,Yippee Noodles,70g,277,PCS,11.97,2.0,3249.38,389.93,3639.31,Main Godown
PUR001461,2026-04-17,SUP007,ITC Tobacco & Foods Jaipur,PRD0061,Yippee Noodles,70g,283,PCS,12.09,2.0,3353.04,402.36,3755.4,Main Godown
PUR001462,2026-06-01,SUP008,ITC Tobacco & Foods Jaipur,PRD0061,Yippee Noodles,70g,186,PCS,12.05,3.0,2174.06,260.89,2434.95,Tonk Branch
PUR001463,2026-06-30,SUP009,ITC Tobacco & Foods Jaipur,PRD0061,Yippee Noodles,70g,187,PCS,12.09,1.0,2238.22,268.59,2506.81,Tonk Branch
PUR001464,2026-07-30,SUP010,ITC Tobacco & Foods Jaipur,PRD0061,Yippee Noodles,70g,319,PCS,11.96,2.0,3738.94,448.67,4187.61,Main Godown
PUR001465,2024-09-01,SUP011,Britannia Industries Jaipur,PRD0062,Britannia 50-50 Biscuit,100g,250,PCS,18.07,1.0,4472.32,536.68,5009.0,Main Godown
PUR001466,2024-09-20,SUP012,Britannia Industries Jaipur,PRD0062,Britannia 50-50 Biscuit,100g,568,PCS,18.12,2.0,10086.32,1210.36,11296.68,Main Godown
PUR001467,2024-10-25,SUP013,Britannia Industries Jaipur,PRD0062,Britannia 50-50 Biscuit,100g,130,PCS,18.02,3.0,2272.32,272.68,2545.0,Main Godown
PUR001468,2024-11-21,SUP014,Britannia Industries Jaipur,PRD0062,Britannia 50-50 Biscuit,100g,194,PCS,17.99,1.0,3455.16,414.62,3869.78,Main Godown
PUR001469,2024-12-25,SUP015,Britannia Industries Jaipur,PRD0062,Britannia 50-50 Biscuit,100g,199,PCS,17.96,0.0,3574.04,428.88,4002.92,Tonk Branch
PUR001470,2025-01-23,SUP001,Britannia Industries Jaipur,PRD0062,Britannia 50-50 Biscuit,100g,257,PCS,18.02,1.0,4584.83,550.18,5135.01,Main Godown
PUR001471,2025-02-26,SUP002,Britannia Industries Jaipur,PRD0062,Britannia 50-50 Biscuit,100g,441,PCS,18.03,2.0,7792.21,935.07,8727.28,Main Godown
PUR001472,2025-03-30,SUP003,Britannia Industries Jaipur,PRD0062,Britannia 50-50 Biscuit,100g,197,PCS,17.96,3.0,3431.98,411.84,3843.82,Main Godown
PUR001473,2025-04-20,SUP004,Britannia Industries Jaipur,PRD0062,Britannia 50-50 Biscuit,100g,194,PCS,18.16,1.0,3487.81,418.54,3906.35,Main Godown
PUR001474,2025-06-01,SUP005,Britannia Industries Jaipur,PRD0062,Britannia 50-50 Biscuit,100g,46,PCS,18.15,1.0,826.55,99.19,925.74,Tonk Branch
PUR001475,2025-07-01,SUP006,Britannia Industries Jaipur,PRD0062,Britannia 50-50 Biscuit,100g,161,PCS,18.04,0.0,2904.44,348.53,3252.97,Tonk Branch
PUR001476,2025-07-26,SUP007,Britannia Industries Jaipur,PRD0062,Britannia 50-50 Biscuit,100g,164,PCS,18.09,0.0,2966.76,356.01,3322.77,Tonk Branch
PUR001477,2025-08-23,SUP008,Britannia Industries Jaipur,PRD0062,Britannia 50-50 Biscuit,100g,73,PCS,18.08,1.0,1306.64,156.8,1463.44,Main Godown
PUR001478,2025-09-29,SUP009,Britannia Industries Jaipur,PRD0062,Britannia 50-50 Biscuit,100g,259,PCS,18.01,0.0,4664.59,559.75,5224.34,Main Godown
PUR001479,2025-11-01,SUP010,Britannia Industries Jaipur,PRD0062,Britannia 50-50 Biscuit,100g,502,PCS,18.15,1.0,9020.19,1082.42,10102.61,Main Godown
PUR001480,2025-11-25,SUP011,Britannia Industries Jaipur,PRD0062,Britannia 50-50 Biscuit,100g,122,PCS,17.95,3.0,2124.2,254.9,2379.1,Tonk Branch
