voucher_no,voucher_date,customer_id,party_name,place,product_id,stock_item,pack,qty,unit,rate_cost,rate_sale,discount_pct,taxable_amount,gst_amount,invoice_amount,godown,salesman_name,voucher_type
SAL019837,2025-11-13,CUST0188,Maheshwari Traders,Uniara,PRD0076,Captain Cook Salt,1kg,36,PCS,16.12,22.0,0.0,792.0,39.6,13686.07,Tonk Branch,Vijay Sharma,Sales
SAL019837,2025-11-13,CUST0188,Maheshwari Traders,Uniara,PRD0107,Natraj Pencil,12pcs,21,PCS,28.43,40.0,0.0,840.0,100.8,13686.07,Sawai Madhopur Branch,Vijay Sharma,Sales
SAL019838,2025-12-25,CUST0188,Maheshwari Traders,Uniara,PRD0111,Bisleri Water 1L,1L,23,PCS,12.18,20.0,0.0,460.0,82.8,14005.39,Main Godown,Vijay Sharma,Sales
SAL019838,2025-12-25,CUST0188,Maheshwari Traders,Uniara,PRD0061,Yippee Noodles,70g,24,PCS,12.07,17.0,0.0,408.0,48.96,14005.39,Main Godown,Vijay Sharma,Sales
SAL019838,2025-12-25,CUST0188,Maheshwari Traders,Uniara,PRD0027,Dabur Amla Hair Oil,500ml,22,PCS,69.03,100.0,0.0,2200.0,396.0,14005.39,Tonk Branch,Vijay Sharma,Sales
SAL019838,2025-12-25,CUST0188,Maheshwari Traders,Uniara,PRD0119,Battery Duracell AA,2pcs,20,PCS,58.47,85.0,0.0,1700.0,204.0,14005.39,Main Godown,Vijay Sharma,Sales
SAL019838,2025-12-25,CUST0188,Maheshwari Traders,Uniara,PRD0123,Ruchi Soya Oil,1L,46,PCS,121.77,165.0,2.0,7438.2,371.91,14005.39,Sawai Madhopur Branch,Vijay Sharma,Sales
SAL019838,2025-12-25,CUST0188,Maheshwari Traders,Uniara,PRD0056,Kurkure Masala,90g,23,PCS,19.33,27.0,0.0,621.0,74.52,14005.39,Sawai Madhopur Branch,Vijay Sharma,Sales
SAL019842,2025-12-30,CUST0188,Maheshwari Traders,Uniara,PRD0123,Ruchi Soya Oil,1L,44,PCS,120.9,165.0,2.0,7114.8,355.74,9109.55,Tonk Branch,Ramesh Kumar,Sales
SAL019842,2025-12-30,CUST0188,Maheshwari Traders,Uniara,PRD0106,Classmate Notebook,172pg,15,PCS,38.2,55.0,0.0,825.0,99.0,9109.55,Sawai Madhopur Branch,Ramesh Kumar,Sales
SAL019842,2025-12-30,CUST0188,Maheshwari Traders,Uniara,PRD0099,Band-Aid Strips,10pcs,21,PCS,22.26,32.0,5.0,638.4,76.61,9109.55,Main Godown,Ramesh Kumar,Sales
SAL019843,2025-12-29,CUST0188,Maheshwari Traders,Uniara,PRD0040,Harpic Toilet Cleaner,500ml,29,PCS,81.67,125.0,3.0,3516.25,421.95,8859.96,Sawai Madhopur Branch,Ramesh Kumar,Sales
SAL019843,2025-12-29,CUST0188,Maheshwari Traders,Uniara,PRD0116,Fevicol SH Adhesive,200g,5,PCS,62.82,95.0,3.0,460.75,55.29,8859.96,Main Godown,Ramesh Kumar,Sales
SAL019843,2025-12-29,CUST0188,Maheshwari Traders,Uniara,PRD0097,Savlon Antiseptic,200ml,14,PCS,55.24,80.0,7.0,1041.6,124.99,8859.96,Tonk Branch,Ramesh Kumar,Sales
SAL019843,2025-12-29,CUST0188,Maheshwari Traders,Uniara,PRD0019,Dettol Soap,125g,18,PCS,31.3,48.0,2.0,846.72,152.41,8859.96,Sawai Madhopur Branch,Ramesh Kumar,Sales
SAL019843,2025-12-29,CUST0188,Maheshwari Traders,Uniara,PRD0004,Bru Gold Coffee,100g,8,PCS,176.04,250.0,0.0,2000.0,240.0,8859.96,Tonk Branch,Ramesh Kumar,Sales
SAL019849,2026-01-13,CUST0188,Maheshwari Traders,Uniara,PRD0079,MDH Kitchen King,100g,38,PCS,58.82,80.0,5.0,2888.0,144.4,3032.4,Sawai Madhopur Branch,Ramesh Kumar,Sales
SAL019851,2026-01-22,CUST0188,Maheshwari Traders,Uniara,PRD0111,Bisleri Water 1L,1L,9,PCS,12.21,20.0,3.0,174.6,31.43,3815.69,Main Godown,Vijay Sharma,Sales
SAL019851,2026-01-22,CUST0188,Maheshwari Traders,Uniara,PRD0102,Eno Fruit Salt,100g,19,PCS,61.44,78.0,0.0,1482.0,74.1,3815.69,Sawai Madhopur Branch,Vijay Sharma,Sales
SAL019851,2026-01-22,CUST0188,Maheshwari Traders,Uniara,PRD0052,Britannia Good Day,200g,39,PCS,27.01,38.0,3.0,1437.54,172.5,3815.69,Tonk Branch,Vijay Sharma,Sales
SAL019851,2026-01-22,CUST0188,Maheshwari Traders,Uniara,PRD0070,Sunfeast Yumfills,50g,22,PCS,12.2,18.0,0.0,396.0,47.52,3815.69,Tonk Branch,Vijay Sharma,Sales
SAL019865,2026-02-10,CUST0188,Maheshwari Traders,Uniara,PRD0101,Vicks VapoRub,50ml,10,PCS,97.3,148.0,0.0,1480.0,177.6,7024.68,Main Godown,Ramesh Kumar,Sales
SAL019865,2026-02-10,CUST0188,Maheshwari Traders,Uniara,PRD0055,Lays Classic Chips,26g,4,PCS,9.13,13.0,2.0,50.96,6.12,7024.68,Sawai Madhopur Branch,Ramesh Kumar,Sales
SAL019865,2026-02-10,CUST0188,Maheshwari Traders,Uniara,PRD0027,Dabur Amla Hair Oil,500ml,45,PCS,68.16,100.0,0.0,4500.0,810.0,7024.68,Sawai Madhopur Branch,Ramesh Kumar,Sales
SAL019868,2026-03-06,CUST0188,Maheshwari Traders,Uniara,PRD0100,ORS Oral Rehydration,21g,47,PCS,12.01,18.0,0.0,846.0,42.3,14893.2,Tonk Branch,Vijay Sharma,Sales
SAL019868,2026-03-06,CUST0188,Maheshwari Traders,Uniara,PRD0054,Marie Gold Biscuit,250g,30,PCS,24.39,34.0,0.0,1020.0,122.4,14893.2,Main Godown,Vijay Sharma,Sales
SAL019868,2026-03-06,CUST0188,Maheshwari Traders,Uniara,PRD0072,Fortune Chakki Atta,5kg,49,PCS,197.28,250.0,0.0,12250.0,612.5,14893.2,Tonk Branch,Vijay Sharma,Sales
SAL019869,2026-04-14,CUST0188,Maheshwari Traders,Uniara,PRD0115,Dynamo Liquid Detergent,1L,29,PCS,116.4,170.0,0.0,4930.0,591.6,17459.4,Main Godown,Vijay Sharma,Sales
SAL019869,2026-04-14,CUST0188,Maheshwari Traders,Uniara,PRD0014,Real Fruit Juice,1L,22,PCS,66.19,95.0,5.0,1985.5,238.26,17459.4,Sawai Madhopur Branch,Vijay Sharma,Sales
SAL019869,2026-04-14,CUST0188,Maheshwari Traders,Uniara,PRD0048,Phenyl Floor Cleaner,500ml,32,PCS,28.09,42.0,0.0,1344.0,161.28,17459.4,Tonk Branch,Vijay Sharma,Sales
SAL019869,2026-04-14,CUST0188,Maheshwari Traders,Uniara,PRD0062,Britannia 50-50 Biscuit,100g,42,PCS,18.06,26.0,3.0,1059.24,127.11,17459.4,Sawai Madhopur Branch,Vijay Sharma,Sales
SAL019869,2026-04-14,CUST0188,Maheshwari Traders,Uniara,PRD0106,Classmate Notebook,172pg,37,PCS,38.44,55.0,2.0,1994.3,239.32,17459.4,Tonk Branch,Vijay Sharma,Sales
SAL019869,2026-04-14,CUST0188,Maheshwari Traders,Uniara,PRD0081,Patanjali Ghee,1L,5,PCS,386.2,495.0,3.0,2400.75,120.04,17459.4,Tonk Branch,Vijay Sharma,Sales
SAL019869,2026-04-14,CUST0188,Maheshwari Traders,Uniara,PRD0082,Amul Butter,500g,8,PCS,214.54,270.0,0.0,2160.0,108.0,17459.4,Main Godown,Vijay Sharma,Sales
SAL019875,2026-05-11,CUST0188,Maheshwari Traders,Uniara,PRD0031,Nivea Cream,200ml,18,PCS,148.22,220.0,3.0,3841.2,691.42,7118.5,Sawai Madhopur Branch,Ramesh Kumar,Sales
SAL019875,2026-05-11,CUST0188,Maheshwari Traders,Uniara,PRD0055,Lays Classic Chips,26g,40,PCS,9.16,13.0,0.0,520.0,62.4,7118.5,Sawai Madhopur Branch,Ramesh Kumar,Sales
SAL019875,2026-05-11,CUST0188,Maheshwari Traders,Uniara,PRD0019,Dettol Soap,125g,13,PCS,31.08,48.0,2.0,611.52,110.07,7118.5,Sawai Madhopur Branch,Ramesh Kumar,Sales
SAL019875,2026-05-11,CUST0188,Maheshwari Traders,Uniara,PRD0012,Coca Cola,750ml,9,PCS,30.04,42.0,2.0,370.44,44.45,7118.5,Sawai Madhopur Branch,Ramesh Kumar,Sales
SAL019875,2026-05-11,CUST0188,Maheshwari Traders,Uniara,PRD0079,MDH Kitchen King,100g,4,PCS,58.94,80.0,0.0,320.0,16.0,7118.5,Main Godown,Ramesh Kumar,Sales
SAL019875,2026-05-11,CUST0188,Maheshwari Traders,Uniara,PRD0112,Bisleri Water 500ml,500ml,30,PCS,8.09,15.0,0.0,450.0,81.0,7118.5,Sawai Madhopur Branch,Ramesh Kumar,Sales
SAL019897,2026-07-24,CUST0188,Maheshwari Traders,Uniara,PRD0066,Hippo Rings,40g,29,PCS,10.06,14.0,0.0,406.0,48.72,2959.27,Tonk Branch,Ramesh Kumar,Sales
SAL019897,2026-07-24,CUST0188,Maheshwari Traders,Uniara,PRD0026,Parachute Coconut Oil,500ml,13,PCS,76.45,110.0,0.0,1430.0,257.4,2959.27,Main Godown,Ramesh Kumar,Sales
SAL019897,2026-07-24,CUST0188,Maheshwari Traders,Uniara,PRD0065,Bingo Mad Angles,90g,24,PCS,22.06,32.0,5.0,729.6,87.55,2959.27,Main Godown,Ramesh Kumar,Sales
SAL019898,2026-07-11,CUST0188,Maheshwari Traders,Uniara,PRD0025,Pantene Shampoo,180ml,32,PCS,126.71,185.0,3.0,5742.4,1033.63,11100.97,Sawai Madhopur Branch,Vijay Sharma,Sales
SAL019898,2026-07-11,CUST0188,Maheshwari Traders,Uniara,PRD0026,Parachute Coconut Oil,500ml,34,PCS,75.17,110.0,2.0,3665.2,659.74,11100.97,Tonk Branch,Vijay Sharma,Sales
SAL019911,2024-10-30,CUST0189,Mali Kirana,Todaraisingh,PRD0041,Lizol Floor Cleaner,500ml,48,PCS,73.21,110.0,2.0,5174.4,620.93,17507.17,Main Godown,Ravi Choudhary,Sales
SAL019911,2024-10-30,CUST0189,Mali Kirana,Todaraisingh,PRD0071,Aashirvaad Atta,5kg,36,PCS,203.76,260.0,0.0,9360.0,468.0,17507.17,Sawai Madhopur Branch,Ravi Choudhary,Sales
SAL019911,2024-10-30,CUST0189,Mali Kirana,Todaraisingh,PRD0038,Rin Detergent,500g,29,PCS,38.5,58.0,0.0,1682.0,201.84,17507.17,Tonk Branch,Ravi Choudhary,Sales
SAL019915,2024-10-21,CUST0189,Mali Kirana,Todaraisingh,PRD0044,Vim Dishwash Liquid,500ml,34,PCS,85.95,128.0,0.0,4352.0,522.24,9827.94,Sawai Madhopur Branch,Sanjay Rajput,Sales
SAL019915,2024-10-21,CUST0189,Mali Kirana,Todaraisingh,PRD0076,Captain Cook Salt,1kg,3,PCS,16.29,22.0,3.0,64.02,3.2,9827.94,Tonk Branch,Sanjay Rajput,Sales
SAL019915,2024-10-21,CUST0189,Mali Kirana,Todaraisingh,PRD0055,Lays Classic Chips,26g,13,PCS,9.13,13.0,3.0,163.93,19.67,9827.94,Main Godown,Sanjay Rajput,Sales
SAL019915,2024-10-21,CUST0189,Mali Kirana,Todaraisingh,PRD0090,Amul Gold Milk,1L,4,PCS,62.67,80.0,7.0,297.6,14.88,9827.94,Sawai Madhopur Branch,Sanjay Rajput,Sales
SAL019915,2024-10-21,CUST0189,Mali Kirana,Todaraisingh,PRD0097,Savlon Antiseptic,200ml,11,PCS,56.06,80.0,0.0,880.0,105.6,9827.94,Sawai Madhopur Branch,Sanjay Rajput,Sales
SAL019915,2024-10-21,CUST0189,Mali Kirana,Todaraisingh,PRD0108,Stayfree Pads,8pcs,32,PCS,65.67,95.0,0.0,3040.0,364.8,9827.94,Tonk Branch,Sanjay Rajput,Sales
SAL019921,2024-11-29,CUST0189,Mali Kirana,Todaraisingh,PRD0115,Dynamo Liquid Detergent,1L,32,PCS,116.11,170.0,2.0,5331.2,639.74,16127.66,Tonk Branch,Ravi Choudhary,Sales
SAL019921,2024-11-29,CUST0189,Mali Kirana,Todaraisingh,PRD0120,Battery Eveready AA,2pcs,44,PCS,42.79,62.0,0.0,2728.0,327.36,16127.66,Sawai Madhopur Branch,Ravi Choudhary,Sales
SAL019921,2024-11-29,CUST0189,Mali Kirana,Todaraisingh,PRD0084,Knorr Soup,44g,17,PCS,34.62,48.0,0.0,816.0,40.8,16127.66,Main Godown,Ravi Choudhary,Sales
SAL019921,2024-11-29,CUST0189,Mali Kirana,Todaraisingh,PRD0027,Dabur Amla Hair Oil,500ml,54,PCS,68.94,100.0,2.0,5292.0,952.56,16127.66,Sawai Madhopur Branch,Ravi Choudhary,Sales
SAL019925,2024-11-15,CUST0189,Mali Kirana,Todaraisingh,PRD0044,Vim Dishwash Liquid,500ml,24,PCS,86.26,128.0,0.0,3072.0,368.64,4839.52,Tonk Branch,Sanjay Rajput,Sales
SAL019925,2024-11-15,CUST0189,Mali Kirana,Todaraisingh,PRD0015,Tropicana Orange Juice,1L,11,PCS,78.13,110.0,0.0,1210.0,145.2,4839.52,Sawai Madhopur Branch,Sanjay Rajput,Sales
SAL019925,2024-11-15,CUST0189,Mali Kirana,Todaraisingh,PRD0006,Frooti Mango Drink,200ml,3,PCS,9.07,13.0,0.0,39.0,4.68,4839.52,Main Godown,Sanjay Rajput,Sales
SAL019929,2024-12-14,CUST0189,Mali Kirana,Todaraisingh,PRD0094,Amul Cone Ice Cream,65ml,3,PCS,22.39,32.0,2.0,94.08,4.7,11752.14,Tonk Branch,Ravi Choudhary,Sales
SAL019929,2024-12-14,CUST0189,Mali Kirana,Todaraisingh,PRD0088,Mother Dairy Curd,400g,36,PCS,35.01,48.0,2.0,1693.44,84.67,11752.14,Main Godown,Ravi Choudhary,Sales
SAL019929,2024-12-14,CUST0189,Mali Kirana,Todaraisingh,PRD0081,Patanjali Ghee,1L,19,PCS,383.57,495.0,0.0,9405.0,470.25,11752.14,Main Godown,Ravi Choudhary,Sales
SAL019949,2025-03-08,CUST0189,Mali Kirana,Todaraisingh,PRD0094,Amul Cone Ice Cream,65ml,34,PCS,22.11,32.0,2.0,1066.24,53.31,5433.23,Tonk Branch,Sanjay Rajput,Sales
SAL019949,2025-03-08,CUST0189,Mali Kirana,Todaraisingh,PRD0005,Amul Kool Milk,200ml,37,PCS,18.27,25.0,2.0,906.5,108.78,5433.23,Main Godown,Sanjay Rajput,Sales
SAL019949,2025-03-08,CUST0189,Mali Kirana,Todaraisingh,PRD0108,Stayfree Pads,8pcs,31,PCS,65.15,95.0,0.0,2945.0,353.4,5433.23,Tonk Branch,Sanjay Rajput,Sales
SAL019953,2025-03-15,CUST0189,Mali Kirana,Todaraisingh,PRD0084,Knorr Soup,44g,9,PCS,34.28,48.0,0.0,432.0,21.6,2132.66,Sawai Madhopur Branch,Sanjay Rajput,Sales
SAL019953,2025-03-15,CUST0189,Mali Kirana,Todaraisingh,PRD0127,Jim Jam Biscuit,150g,50,PCS,22.38,32.0,7.0,1488.0,178.56,2132.66,Tonk Branch,Sanjay Rajput,Sales
SAL019953,2025-03-15,CUST0189,Mali Kirana,Todaraisingh,PRD0067,Crax Corn Rings,30g,1,PCS,8.03,12.0,7.0,11.16,1.34,2132.66,Main Godown,Sanjay Rajput,Sales
SAL019955,2025-04-12,CUST0189,Mali Kirana,Todaraisingh,PRD0093,Kwality Walls Cornetto,65ml,37,PCS,28.27,40.0,7.0,1376.4,68.82,12665.66,Tonk Branch,Sanjay Rajput,Sales
SAL019955,2025-04-12,CUST0189,Mali Kirana,Todaraisingh,PRD0090,Amul Gold Milk,1L,47,PCS,62.86,80.0,0.0,3760.0,188.0,12665.66,Tonk Branch,Sanjay Rajput,Sales
SAL019955,2025-04-12,CUST0189,Mali Kirana,Todaraisingh,PRD0041,Lizol Floor Cleaner,500ml,46,PCS,72.74,110.0,0.0,5060.0,607.2,12665.66,Tonk Branch,Sanjay Rajput,Sales
SAL019955,2025-04-12,CUST0189,Mali Kirana,Todaraisingh,PRD0085,Maggi Masala,100g,52,PCS,22.23,30.0,2.0,1528.8,76.44,12665.66,Sawai Madhopur Branch,Sanjay Rajput,Sales
SAL019968,2025-05-06,CUST0189,Mali Kirana,Todaraisingh,PRD0020,Lux Beauty Soap,100g,40,PCS,22.03,35.0,0.0,1400.0,252.0,15540.26,Main Godown,Ravi Choudhary,Sales
SAL019968,2025-05-06,CUST0189,Mali Kirana,Todaraisingh,PRD0069,Dairy Milk Chocolate,40g,6,PCS,35.55,50.0,2.0,294.0,35.28,15540.26,Sawai Madhopur Branch,Ravi Choudhary,Sales
SAL019968,2025-05-06,CUST0189,Mali Kirana,Todaraisingh,PRD0016,Colgate MaxFresh Toothpaste,200g,47,PCS,62.61,95.0,5.0,4241.75,763.51,15540.26,Tonk Branch,Ravi Choudhary,Sales
SAL019968,2025-05-06,CUST0189,Mali Kirana,Todaraisingh,PRD0065,Bingo Mad Angles,90g,9,PCS,22.18,32.0,0.0,288.0,34.56,15540.26,Tonk Branch,Ravi Choudhary,Sales
SAL019968,2025-05-06,CUST0189,Mali Kirana,Todaraisingh,PRD0054,Marie Gold Biscuit,250g,30,PCS,24.39,34.0,0.0,1020.0,122.4,15540.26,Sawai Madhopur Branch,Ravi Choudhary,Sales
SAL019968,2025-05-06,CUST0189,Mali Kirana,Todaraisingh,PRD0125,Dhara Mustard Oil,1L,48,PCS,105.52,145.0,3.0,6751.2,337.56,15540.26,Sawai Madhopur Branch,Ravi Choudhary,Sales
SAL019980,2025-06-24,CUST0189,Mali Kirana,Todaraisingh,PRD0125,Dhara Mustard Oil,1L,42,PCS,105.04,145.0,0.0,6090.0,304.5,10807.3,Tonk Branch,Sanjay Rajput,Sales
SAL019980,2025-06-24,CUST0189,Mali Kirana,Todaraisingh,PRD0046,All Out Mosquito Repellent,45ml,30,PCS,55.61,82.0,0.0,2460.0,295.2,10807.3,Main Godown,Sanjay Rajput,Sales
SAL019980,2025-06-24,CUST0189,Mali Kirana,Todaraisingh,PRD0063,Monaco Biscuit,250g,37,PCS,28.39,40.0,0.0,1480.0,177.6,10807.3,Tonk Branch,Sanjay Rajput,Sales
SAL019981,2025-07-25,CUST0189,Mali Kirana,Todaraisingh,PRD0017,Colgate Dental Cream,100g,22,PCS,38.21,58.0,3.0,1237.72,222.79,9278.14,Sawai Madhopur Branch,Sanjay Rajput,Sales
SAL019981,2025-07-25,CUST0189,Mali Kirana,Todaraisingh,PRD0066,Hippo Rings,40g,20,PCS,10.1,14.0,2.0,274.4,32.93,9278.14,Sawai Madhopur Branch,Sanjay Rajput,Sales
SAL019981,2025-07-25,CUST0189,Mali Kirana,Todaraisingh,PRD0021,Lifebuoy Soap,100g,5,PCS,18.34,28.0,5.0,133.0,23.94,9278.14,Tonk Branch,Sanjay Rajput,Sales
SAL019981,2025-07-25,CUST0189,Mali Kirana,Todaraisingh,PRD0049,Exo Dishwash Bar,200g,48,PCS,15.15,22.0,0.0,1056.0,126.72,9278.14,Main Godown,Sanjay Rajput,Sales
SAL019981,2025-07-25,CUST0189,Mali Kirana,Todaraisingh,PRD0055,Lays Classic Chips,26g,4,PCS,9.02,13.0,0.0,52.0,6.24,9278.14,Main Godown,Sanjay Rajput,Sales
SAL019981,2025-07-25,CUST0189,Mali Kirana,Todaraisingh,PRD0025,Pantene Shampoo,180ml,28,PCS,127.43,185.0,0.0,5180.0,932.4,9278.14,Tonk Branch,Sanjay Rajput,Sales
SAL019986,2025-07-02,CUST0189,Mali Kirana,Todaraisingh,PRD0036,Surf Excel Detergent,1kg,36,PCS,92.59,140.0,3.0,4888.8,586.66,21262.77,Main Godown,Sanjay Rajput,Sales
SAL019986,2025-07-02,CUST0189,Mali Kirana,Todaraisingh,PRD0121,Sarpan Hybrid Seeds,500g,11,PCS,187.45,260.0,3.0,2774.2,138.71,21262.77,Sawai Madhopur Branch,Sanjay Rajput,Sales
SAL019986,2025-07-02,CUST0189,Mali Kirana,Todaraisingh,PRD0063,Monaco Biscuit,250g,44,PCS,28.27,40.0,0.0,1760.0,211.2,21262.77,Tonk Branch,Sanjay Rajput,Sales
SAL019986,2025-07-02,CUST0189,Mali Kirana,Todaraisingh,PRD0031,Nivea Cream,200ml,42,PCS,148.25,220.0,0.0,9240.0,1663.2,21262.77,Sawai Madhopur Branch,Sanjay Rajput,Sales
SAL019988,2025-07-26,CUST0189,Mali Kirana,Todaraisingh,PRD0106,Classmate Notebook,172pg,21,PCS,38.52,55.0,3.0,1120.35,134.44,1881.99,Main Godown,Sanjay Rajput,Sales
SAL019988,2025-07-26,CUST0189,Mali Kirana,Todaraisingh,PRD0126,Sunfeast Bounce,82g,14,PCS,28.18,40.0,0.0,560.0,67.2,1881.99,Main Godown,Sanjay Rajput,Sales
SAL019989,2025-07-25,CUST0189,Mali Kirana,Todaraisingh,PRD0038,Rin Detergent,500g,18,PCS,38.35,58.0,0.0,1044.0,125.28,14352.24,Main Godown,Sanjay Rajput,Sales
SAL019989,2025-07-25,CUST0189,Mali Kirana,Todaraisingh,PRD0109,Whisper Ultra,8pcs,16,PCS,68.11,98.0,0.0,1568.0,188.16,14352.24,Main Godown,Sanjay Rajput,Sales
SAL019989,2025-07-25,CUST0189,Mali Kirana,Todaraisingh,PRD0021,Lifebuoy Soap,100g,35,PCS,18.22,28.0,0.0,980.0,176.4,14352.24,Sawai Madhopur Branch,Sanjay Rajput,Sales
SAL019989,2025-07-25,CUST0189,Mali Kirana,Todaraisingh,PRD0002,Tata Tea Gold,500g,23,PCS,193.48,260.0,0.0,5980.0,717.6,14352.24,Main Godown,Sanjay Rajput,Sales
SAL019989,2025-07-25,CUST0189,Mali Kirana,Todaraisingh,PRD0114,Comfort Fabric Softener,800ml,22,PCS,96.73,145.0,0.0,3190.0,382.8,14352.24,Main Godown,Sanjay Rajput,Sales
SAL019999,2025-09-30,CUST0189,Mali Kirana,Todaraisingh,PRD0019,Dettol Soap,125g,10,PCS,31.36,48.0,0.0,480.0,86.4,1385.72,Main Godown,Ravi Choudhary,Sales
SAL019999,2025-09-30,CUST0189,Mali Kirana,Todaraisingh,PRD0056,Kurkure Masala,90g,14,PCS,19.07,27.0,7.0,351.54,42.18,1385.72,Tonk Branch,Ravi Choudhary,Sales
SAL019999,2025-09-30,CUST0189,Mali Kirana,Todaraisingh,PRD0058,Haldiram Bhujia,200g,4,PCS,65.28,95.0,0.0,380.0,45.6,1385.72,Tonk Branch,Ravi Choudhary,Sales
SAL020010,2025-10-27,CUST0189,Mali Kirana,Todaraisingh,PRD0085,Maggi Masala,100g,3,PCS,22.01,30.0,0.0,90.0,4.5,12067.58,Main Godown,Ravi Choudhary,Sales
SAL020010,2025-10-27,CUST0189,Mali Kirana,Todaraisingh,PRD0037,Ariel Detergent,1kg,10,PCS,96.85,145.0,0.0,1450.0,174.0,12067.58,Main Godown,Ravi Choudhary,Sales
SAL020010,2025-10-27,CUST0189,Mali Kirana,Todaraisingh,PRD0119,Battery Duracell AA,2pcs,42,PCS,58.42,85.0,0.0,3570.0,428.4,12067.58,Tonk Branch,Ravi Choudhary,Sales
SAL020010,2025-10-27,CUST0189,Mali Kirana,Todaraisingh,PRD0020,Lux Beauty Soap,100g,26,PCS,22.1,35.0,0.0,910.0,163.8,12067.58,Sawai Madhopur Branch,Ravi Choudhary,Sales
SAL020010,2025-10-27,CUST0189,Mali Kirana,Todaraisingh,PRD0110,Carefree Liner,20pcs,45,PCS,55.56,80.0,0.0,3600.0,432.0,12067.58,Main Godown,Ravi Choudhary,Sales
SAL020010,2025-10-27,CUST0189,Mali Kirana,Todaraisingh,PRD0130,Tiger Biscuit,100g,45,PCS,18.27,26.0,5.0,1111.5,133.38,12067.58,Tonk Branch,Ravi Choudhary,Sales
SAL020022,2025-12-31,CUST0189,Mali Kirana,Todaraisingh,PRD0077,Catch Black Pepper,50g,24,PCS,38.26,52.0,2.0,1223.04,61.15,10349.17,Tonk Branch,Sanjay Rajput,Sales
SAL020022,2025-12-31,CUST0189,Mali Kirana,Todaraisingh,PRD0127,Jim Jam Biscuit,150g,12,PCS,22.33,32.0,7.0,357.12,42.85,10349.17,Main Godown,Sanjay Rajput,Sales
SAL020022,2025-12-31,CUST0189,Mali Kirana,Todaraisingh,PRD0015,Tropicana Orange Juice,1L,25,PCS,78.48,110.0,0.0,2750.0,330.0,10349.17,Sawai Madhopur Branch,Sanjay Rajput,Sales
SAL020022,2025-12-31,CUST0189,Mali Kirana,Todaraisingh,PRD0019,Dettol Soap,125g,34,PCS,31.06,48.0,0.0,1632.0,293.76,10349.17,Sawai Madhopur Branch,Sanjay Rajput,Sales
SAL020022,2025-12-31,CUST0189,Mali Kirana,Todaraisingh,PRD0080,Rajdhani Besan,1kg,41,PCS,62.37,85.0,0.0,3485.0,174.25,10349.17,Tonk Branch,Sanjay Rajput,Sales
SAL020024,2025-12-22,CUST0189,Mali Kirana,Todaraisingh,PRD0031,Nivea Cream,200ml,18,PCS,150.91,220.0,0.0,3960.0,712.8,16736.12,Main Godown,Ravi Choudhary,Sales
SAL020024,2025-12-22,CUST0189,Mali Kirana,Todaraisingh,PRD0017,Colgate Dental Cream,100g,44,PCS,38.19,58.0,3.0,2475.44,445.58,16736.12,Main Godown,Ravi Choudhary,Sales
SAL020024,2025-12-22,CUST0189,Mali Kirana,Todaraisingh,PRD0047,Odonil Air Freshener,50g,31,PCS,42.56,65.0,2.0,1974.7,236.96,16736.12,Main Godown,Ravi Choudhary,Sales
SAL020024,2025-12-22,CUST0189,Mali Kirana,Todaraisingh,PRD0024,Clinic Plus Shampoo,175ml,6,PCS,51.36,78.0,0.0,468.0,84.24,16736.12,Tonk Branch,Ravi Choudhary,Sales
SAL020024,2025-12-22,CUST0189,Mali Kirana,Todaraisingh,PRD0135,Dettol Antiseptic Liquid,250ml,46,PCS,75.27,115.0,0.0,5290.0,634.8,16736.12,Tonk Branch,Ravi Choudhary,Sales
SAL020024,2025-12-22,CUST0189,Mali Kirana,Todaraisingh,PRD0100,ORS Oral Rehydration,21g,24,PCS,12.14,18.0,0.0,432.0,21.6,16736.12,Sawai Madhopur Branch,Ravi Choudhary,Sales
SAL020028,2026-01-29,CUST0189,Mali Kirana,Todaraisingh,PRD0092,Amul Mozzarella Cheese,200g,13,PCS,145.45,190.0,2.0,2420.6,121.03,3751.23,Sawai Madhopur Branch,Sanjay Rajput,Sales
SAL020028,2026-01-29,CUST0189,Mali Kirana,Todaraisingh,PRD0013,Pepsi,750ml,27,PCS,28.48,40.0,0.0,1080.0,129.6,3751.23,Tonk Branch,Sanjay Rajput,Sales
SAL020039,2026-02-17,CUST0189,Mali Kirana,Todaraisingh,PRD0097,Savlon Antiseptic,200ml,25,PCS,55.44,80.0,0.0,2000.0,240.0,4825.52,Sawai Madhopur Branch,Ravi Choudhary,Sales
SAL020039,2026-02-17,CUST0189,Mali Kirana,Todaraisingh,PRD0093,Kwality Walls Cornetto,65ml,12,PCS,28.27,40.0,2.0,470.4,23.52,4825.52,Main Godown,Ravi Choudhary,Sales
SAL020039,2026-02-17,CUST0189,Mali Kirana,Todaraisingh,PRD0103,Hajmola Tablets,120pcs,36,PCS,35.52,50.0,0.0,1800.0,90.0,4825.52,Sawai Madhopur Branch,Ravi Choudhary,Sales
SAL020039,2026-02-17,CUST0189,Mali Kirana,Todaraisingh,PRD0094,Amul Cone Ice Cream,65ml,6,PCS,22.19,32.0,0.0,192.0,9.6,4825.52,Tonk Branch,Ravi Choudhary,Sales
SAL020047,2026-03-03,CUST0189,Mali Kirana,Todaraisingh,PRD0037,Ariel Detergent,1kg,58,PCS,95.92,145.0,0.0,8410.0,1009.2,15095.49,Main Godown,Ravi Choudhary,Sales
