payment_voucher_no,payment_date,customer_id,party_name,voucher_no,payment_amount,payment_mode,reference_no
PAY018802,2026-08-15,CUST0183,Saini Medical Store,SAL019376,37270.09,Cash,REF00018802
PAY018804,2024-10-06,CUST0184,Kasliwal Cold Store,SAL019384,6979.83,UPI,REF00018804
PAY018806,2024-10-28,CUST0184,Kasliwal Cold Store,SAL019386,19790.33,Cash,REF00018806
PAY018812,2024-11-09,CUST0184,Kasliwal Cold Store,SAL019392,2561.58,UPI,REF00018812
PAY018813,2024-11-25,CUST0184,Kasliwal Cold Store,SAL019393,24467.42,UPI,REF00018813
PAY018818,2024-12-23,CUST0184,Kasliwal Cold Store,SAL019398,12405.31,NEFT,REF00018818
PAY018827,2025-02-03,CUST0184,Kasliwal Cold Store,SAL019407,2172.24,Cheque,REF00018827
PAY018829,2025-03-09,CUST0184,Kasliwal Cold Store,SAL019409,5788.77,Cash,REF00018829
PAY018837,2025-05-05,CUST0184,Kasliwal Cold Store,SAL019417,4541.6,UPI,REF00018837
PAY018840,2025-04-25,CUST0184,Kasliwal Cold Store,SAL019420,7520.36,UPI,REF00018840
PAY018843,2025-04-13,CUST0184,Kasliwal Cold Store,SAL019423,12035.31,Cheque,REF00018843
PAY018851,2025-05-24,CUST0184,Kasliwal Cold Store,SAL019431,18137.28,UPI,REF00018851
PAY018861,2025-06-30,CUST0184,Kasliwal Cold Store,SAL019441,7647.36,UPI,REF00018861
PAY018863,2025-07-23,CUST0184,Kasliwal Cold Store,SAL019443,7111.25,Cheque,REF00018863
PAY018868,2025-07-14,CUST0184,Kasliwal Cold Store,SAL019448,5533.1,UPI,REF00018868
PAY018874,2025-08-20,CUST0184,Kasliwal Cold Store,SAL019454,10127.75,NEFT,REF00018874
PAY018876,2025-08-24,CUST0184,Kasliwal Cold Store,SAL019456,1876.9,UPI,REF00018876
PAY018893,2025-11-13,CUST0184,Kasliwal Cold Store,SAL019473,1505.28,Cash,REF00018893
PAY018897,2025-11-13,CUST0184,Kasliwal Cold Store,SAL019477,1223.04,Cash,REF00018897
PAY018899,2025-11-29,CUST0184,Kasliwal Cold Store,SAL019479,5352.37,Cash,REF00018899
PAY018911,2026-01-18,CUST0184,Kasliwal Cold Store,SAL019491,3337.21,Cash,REF00018911
PAY018924,2026-03-31,CUST0184,Kasliwal Cold Store,SAL019504,3457.44,Cheque,REF00018924
PAY018932,2026-05-02,CUST0184,Kasliwal Cold Store,SAL019512,7736.88,Cash,REF00018932
PAY018936,2026-04-22,CUST0184,Kasliwal Cold Store,SAL019516,7963.08,UPI,REF00018936
PAY018941,2026-04-15,CUST0184,Kasliwal Cold Store,SAL019521,23351.16,NEFT,REF00018941
PAY018942,2026-04-12,CUST0184,Kasliwal Cold Store,SAL019522,23857.98,Cash,REF00018942
PAY018943,2026-05-30,CUST0184,Kasliwal Cold Store,SAL019523,3638.32,Cheque,REF00018943
PAY018960,2026-08-03,CUST0184,Kasliwal Cold Store,SAL019540,15053.49,UPI,REF00018960
PAY018964,2026-07-24,CUST0184,Kasliwal Cold Store,SAL019544,3842.72,Cheque,REF00018964
PAY018969,2026-08-15,CUST0184,Kasliwal Cold Store,SAL019549,9730.56,Cash,REF00018969
PAY018974,2024-11-06,CUST0185,Meena Medical Store,SAL019561,9304.51,Cheque,REF00018974
PAY018975,2024-10-19,CUST0185,Meena Medical Store,SAL019562,10429.73,UPI,REF00018975
PAY018977,2024-11-06,CUST0185,Meena Medical Store,SAL019564,14779.92,UPI,REF00018977
PAY018985,2024-12-11,CUST0185,Meena Medical Store,SAL019572,21789.99,Cash,REF00018985
PAY018999,2025-06-05,CUST0185,Meena Medical Store,SAL019586,21348.58,NEFT,REF00018999
PAY019017,2025-09-20,CUST0185,Meena Medical Store,SAL019604,10428.74,Cheque,REF00019017
PAY019020,2025-11-26,CUST0185,Meena Medical Store,SAL019607,34241.56,NEFT,REF00019020
PAY019021,2025-11-23,CUST0185,Meena Medical Store,SAL019608,14208.45,Cash,REF00019021
PAY019029,2026-02-20,CUST0185,Meena Medical Store,SAL019616,4200.59,NEFT,REF00019029
PAY019037,2026-03-24,CUST0185,Meena Medical Store,SAL019624,9960.22,Cash,REF00019037
PAY019050,2025-02-10,CUST0186,Khandelwal Medical Store,SAL019642,8723.45,NEFT,REF00019050
PAY019053,2025-12-30,CUST0186,Khandelwal Medical Store,SAL019645,5050.56,NEFT,REF00019053
PAY019057,2026-02-25,CUST0186,Khandelwal Medical Store,SAL019649,5566.4,Cash,REF00019057
PAY019063,2026-08-26,CUST0186,Khandelwal Medical Store,SAL019656,7145.24,UPI,REF00019063
PAY019065,2024-10-27,CUST0187,Mali Cold Store,SAL019665,2163.84,Cash,REF00019065
PAY019070,2024-10-09,CUST0187,Mali Cold Store,SAL019670,3588.62,Cheque,REF00019070
PAY019082,2025-01-19,CUST0187,Mali Cold Store,SAL019682,6867.19,Cheque,REF00019082
PAY019085,2025-03-05,CUST0187,Mali Cold Store,SAL019685,7714.0,NEFT,REF00019085
PAY019093,2025-04-21,CUST0187,Mali Cold Store,SAL019693,11282.6,Cheque,REF00019093
PAY019099,2025-05-22,CUST0187,Mali Cold Store,SAL019699,8847.37,Cheque,REF00019099
PAY019101,2025-05-16,CUST0187,Mali Cold Store,SAL019701,9096.05,UPI,REF00019101
PAY019106,2025-07-01,CUST0187,Mali Cold Store,SAL019706,3589.6,Cash,REF00019106
PAY019111,2025-07-20,CUST0187,Mali Cold Store,SAL019711,1317.08,UPI,REF00019111
PAY019112,2025-07-10,CUST0187,Mali Cold Store,SAL019712,9730.1,NEFT,REF00019112
PAY019146,2026-03-05,CUST0187,Mali Cold Store,SAL019746,1117.75,Cash,REF00019146
PAY019150,2026-04-10,CUST0187,Mali Cold Store,SAL019750,10945.74,Cash,REF00019150
PAY019155,2026-07-05,CUST0187,Mali Cold Store,SAL019755,5115.85,Cheque,REF00019155
PAY019158,2026-07-09,CUST0187,Mali Cold Store,SAL019758,17832.5,UPI,REF00019158
PAY019172,2024-10-31,CUST0188,Maheshwari Traders,SAL019781,7620.98,UPI,REF00019172
PAY019186,2025-02-25,CUST0188,Maheshwari Traders,SAL019795,6489.36,NEFT,REF00019186
PAY019187,2025-02-09,CUST0188,Maheshwari Traders,SAL019796,10937.42,Cheque,REF00019187
PAY019192,2025-03-25,CUST0188,Maheshwari Traders,SAL019801,13441.49,Cheque,REF00019192
PAY019194,2025-04-01,CUST0188,Maheshwari Traders,SAL019803,3836.0,Cash,REF00019194
PAY019196,2025-03-26,CUST0188,Maheshwari Traders,SAL019805,23946.66,UPI,REF00019196
PAY019201,2025-05-05,CUST0188,Maheshwari Traders,SAL019810,10978.36,Cash,REF00019201
PAY019204,2025-05-17,CUST0188,Maheshwari Traders,SAL019813,3812.48,Cheque,REF00019204
PAY019207,2025-06-21,CUST0188,Maheshwari Traders,SAL019816,2535.5,NEFT,REF00019207
PAY019208,2025-08-05,CUST0188,Maheshwari Traders,SAL019817,12100.17,Cheque,REF00019208
PAY019226,2025-12-21,CUST0188,Maheshwari Traders,SAL019835,3218.88,Cash,REF00019226
PAY019228,2025-12-13,CUST0188,Maheshwari Traders,SAL019837,13686.07,Cheque,REF00019228
PAY019229,2026-01-31,CUST0188,Maheshwari Traders,SAL019838,11345.96,UPI,REF00019229
PAY019233,2026-02-04,CUST0188,Maheshwari Traders,SAL019842,9109.55,Cheque,REF00019233
PAY019234,2026-01-28,CUST0188,Maheshwari Traders,SAL019843,8859.96,Cash,REF00019234
PAY019240,2026-02-18,CUST0188,Maheshwari Traders,SAL019849,3032.4,UPI,REF00019240
PAY019242,2026-03-02,CUST0188,Maheshwari Traders,SAL019851,3815.69,NEFT,REF00019242
PAY019256,2026-03-18,CUST0188,Maheshwari Traders,SAL019865,7024.68,Cash,REF00019256
PAY019259,2026-04-05,CUST0188,Maheshwari Traders,SAL019868,14893.2,NEFT,REF00019259
PAY019260,2026-05-23,CUST0188,Maheshwari Traders,SAL019869,17459.4,Cash,REF00019260
PAY019266,2026-06-19,CUST0188,Maheshwari Traders,SAL019875,7118.5,NEFT,REF00019266
PAY019288,2026-08-10,CUST0188,Maheshwari Traders,SAL019898,11100.97,Cheque,REF00019288
PAY019294,2024-11-29,CUST0189,Mali Kirana,SAL019911,14058.39,UPI,REF00019294
PAY019298,2024-11-21,CUST0189,Mali Kirana,SAL019915,2374.22,UPI,REF00019298
PAY019304,2025-01-02,CUST0189,Mali Kirana,SAL019921,16127.66,Cash,REF00019304
PAY019308,2024-12-17,CUST0189,Mali Kirana,SAL019925,1577.62,UPI,REF00019308
PAY019312,2025-01-18,CUST0189,Mali Kirana,SAL019929,11752.14,Cheque,REF00019312
PAY019332,2025-04-12,CUST0189,Mali Kirana,SAL019949,1516.46,Cash,REF00019332
PAY019336,2025-04-19,CUST0189,Mali Kirana,SAL019953,1509.32,Cheque,REF00019336
PAY019338,2025-05-16,CUST0189,Mali Kirana,SAL019955,6550.75,UPI,REF00019338
PAY019351,2025-06-08,CUST0189,Mali Kirana,SAL019968,15540.26,Cheque,REF00019351
PAY019363,2025-07-25,CUST0189,Mali Kirana,SAL019980,10807.3,Cash,REF00019363
PAY019364,2025-08-26,CUST0189,Mali Kirana,SAL019981,9278.14,Cheque,REF00019364
PAY019369,2025-08-02,CUST0189,Mali Kirana,SAL019986,21262.77,NEFT,REF00019369
PAY019371,2025-08-29,CUST0189,Mali Kirana,SAL019988,1881.99,NEFT,REF00019371
PAY019372,2025-08-27,CUST0189,Mali Kirana,SAL019989,7770.93,Cheque,REF00019372
PAY019382,2025-10-31,CUST0189,Mali Kirana,SAL019999,1385.72,Cash,REF00019382
PAY019393,2025-11-28,CUST0189,Mali Kirana,SAL020010,12067.58,NEFT,REF00019393
PAY019405,2026-02-03,CUST0189,Mali Kirana,SAL020022,10349.17,UPI,REF00019405
PAY019407,2026-01-22,CUST0189,Mali Kirana,SAL020024,16736.12,Cheque,REF00019407
PAY019411,2026-02-28,CUST0189,Mali Kirana,SAL020028,3751.23,Cash,REF00019411
PAY019422,2026-03-23,CUST0189,Mali Kirana,SAL020039,3838.13,Cash,REF00019422
PAY019430,2026-04-07,CUST0189,Mali Kirana,SAL020047,9916.84,Cash,REF00019430
PAY019433,2026-04-30,CUST0189,Mali Kirana,SAL020050,217.12,NEFT,REF00019433
PAY019444,2026-06-02,CUST0189,Mali Kirana,SAL020061,11726.28,Cash,REF00019444
PAY019445,2026-05-16,CUST0189,Mali Kirana,SAL020062,16457.38,Cash,REF00019445
PAY019450,2026-06-30,CUST0189,Mali Kirana,SAL020067,4133.44,UPI,REF00019450
PAY019461,2026-08-19,CUST0189,Mali Kirana,SAL020078,7697.64,UPI,REF00019461
PAY019469,2024-10-17,CUST0190,Agarwal Traders,SAL020096,7095.72,Cheque,REF00019469
PAY019475,2025-01-11,CUST0190,Agarwal Traders,SAL020102,1621.76,UPI,REF00019475
PAY019478,2025-01-24,CUST0190,Agarwal Traders,SAL020105,12983.02,Cheque,REF00019478
PAY019488,2025-03-21,CUST0190,Agarwal Traders,SAL020115,14737.52,UPI,REF00019488
PAY019493,2025-03-23,CUST0190,Agarwal Traders,SAL020120,4376.4,Cheque,REF00019493
PAY019501,2025-06-28,CUST0190,Agarwal Traders,SAL020128,17801.85,Cheque,REF00019501
PAY019504,2025-07-12,CUST0190,Agarwal Traders,SAL020131,11792.07,Cash,REF00019504
PAY019509,2025-07-07,CUST0190,Agarwal Traders,SAL020136,38635.18,Cheque,REF00019509
PAY019522,2025-09-25,CUST0190,Agarwal Traders,SAL020149,11076.76,Cheque,REF00019522
PAY019529,2025-10-30,CUST0190,Agarwal Traders,SAL020156,12594.49,Cheque,REF00019529
PAY019530,2025-10-16,CUST0190,Agarwal Traders,SAL020157,313.6,UPI,REF00019530
PAY019531,2025-11-17,CUST0190,Agarwal Traders,SAL020158,5423.04,NEFT,REF00019531
PAY019550,2026-02-18,CUST0190,Agarwal Traders,SAL020177,12859.62,UPI,REF00019550
PAY019552,2026-03-22,CUST0190,Agarwal Traders,SAL020179,10824.06,Cash,REF00019552
PAY019554,2026-03-07,CUST0190,Agarwal Traders,SAL020181,36703.45,NEFT,REF00019554
PAY019559,2026-04-07,CUST0190,Agarwal Traders,SAL020186,1377.38,Cash,REF00019559
PAY019563,2026-05-19,CUST0190,Agarwal Traders,SAL020190,6288.9,Cash,REF00019563
PAY019578,2026-06-18,CUST0190,Agarwal Traders,SAL020205,7832.45,Cheque,REF00019578
PAY019583,2026-07-20,CUST0190,Agarwal Traders,SAL020210,6325.2,Cheque,REF00019583
PAY019584,2026-07-15,CUST0190,Agarwal Traders,SAL020211,8893.15,UPI,REF00019584
PAY019595,2026-08-02,CUST0190,Agarwal Traders,SAL020224,5000.86,UPI,REF00019595
PAY019598,2026-08-18,CUST0190,Agarwal Traders,SAL020227,2924.74,UPI,REF00019598
PAY019599,2026-08-26,CUST0190,Agarwal Traders,SAL020228,10680.41,Cash,REF00019599
PAY019609,2025-04-30,CUST0191,Nagar Traders,SAL020249,44.08,NEFT,REF00019609
PAY019616,2025-09-16,CUST0191,Nagar Traders,SAL020256,8072.18,UPI,REF00019616
PAY019621,2026-02-12,CUST0191,Nagar Traders,SAL020261,10558.55,NEFT,REF00019621
PAY019633,2025-04-04,CUST0192,Surana Enterprises,SAL020277,12966.41,Cheque,REF00019633
PAY019635,2025-04-26,CUST0192,Surana Enterprises,SAL020279,8955.28,Cheque,REF00019635
PAY019641,2025-06-06,CUST0192,Surana Enterprises,SAL020285,2833.6,UPI,REF00019641
PAY019652,2025-09-23,CUST0192,Surana Enterprises,SAL020296,12821.76,Cash,REF00019652
PAY019665,2026-07-02,CUST0192,Surana Enterprises,SAL020309,6379.67,NEFT,REF00019665
PAY019680,2024-10-08,CUST0193,Rathi Sons,SAL020327,4939.7,NEFT,REF00019680
PAY019690,2024-10-15,CUST0193,Rathi Sons,SAL020337,15884.02,Cheque,REF00019690
PAY019712,2024-12-14,CUST0193,Rathi Sons,SAL020359,8505.84,UPI,REF00019712
PAY019722,2025-01-19,CUST0193,Rathi Sons,SAL020369,20005.95,Cheque,REF00019722
PAY019728,2025-01-27,CUST0193,Rathi Sons,SAL020375,5250.0,NEFT,REF00019728
PAY019732,2025-01-28,CUST0193,Rathi Sons,SAL020379,17725.18,NEFT,REF00019732
PAY019736,2025-03-05,CUST0193,Rathi Sons,SAL020383,18028.28,Cash,REF00019736
PAY019749,2025-03-24,CUST0193,Rathi Sons,SAL020396,5031.13,NEFT,REF00019749
PAY019754,2025-03-16,CUST0193,Rathi Sons,SAL020401,8979.95,Cash,REF00019754
PAY019757,2025-03-13,CUST0193,Rathi Sons,SAL020404,9950.65,UPI,REF00019757
PAY019759,2025-03-31,CUST0193,Rathi Sons,SAL020406,9211.64,NEFT,REF00019759
PAY019766,2025-03-20,CUST0193,Rathi Sons,SAL020413,9807.86,Cash,REF00019766
PAY019776,2025-04-08,CUST0193,Rathi Sons,SAL020423,13379.67,UPI,REF00019776
PAY019783,2025-04-07,CUST0193,Rathi Sons,SAL020430,17475.99,Cash,REF00019783
PAY019787,2025-05-01,CUST0193,Rathi Sons,SAL020434,17729.22,UPI,REF00019787
PAY019796,2025-05-29,CUST0193,Rathi Sons,SAL020443,16886.92,Cash,REF00019796
PAY019798,2025-05-09,CUST0193,Rathi Sons,SAL020445,36967.18,NEFT,REF00019798
PAY019802,2025-06-15,CUST0193,Rathi Sons,SAL020449,5951.51,UPI,REF00019802
PAY019811,2025-07-03,CUST0193,Rathi Sons,SAL020458,32266.23,Cheque,REF00019811
PAY019827,2025-08-22,CUST0193,Rathi Sons,SAL020474,7795.2,UPI,REF00019827
PAY019835,2025-08-27,CUST0193,Rathi Sons,SAL020482,12446.31,NEFT,REF00019835
PAY019836,2025-08-21,CUST0193,Rathi Sons,SAL020483,17423.32,Cheque,REF00019836
PAY019855,2025-11-17,CUST0193,Rathi Sons,SAL020502,3081.72,NEFT,REF00019855
PAY019856,2025-11-17,CUST0193,Rathi Sons,SAL020503,11623.19,Cheque,REF00019856
PAY019864,2025-12-03,CUST0193,Rathi Sons,SAL020511,23177.0,Cash,REF00019864
PAY019876,2025-12-21,CUST0193,Rathi Sons,SAL020523,6760.41,NEFT,REF00019876
PAY019883,2026-01-22,CUST0193,Rathi Sons,SAL020530,14621.39,Cheque,REF00019883
PAY019892,2026-01-24,CUST0193,Rathi Sons,SAL020539,5831.5,NEFT,REF00019892
PAY019898,2026-01-19,CUST0193,Rathi Sons,SAL020545,25666.84,Cheque,REF00019898
PAY019906,2026-03-14,CUST0193,Rathi Sons,SAL020553,12746.72,UPI,REF00019906
PAY019911,2026-03-29,CUST0193,Rathi Sons,SAL020558,5059.25,Cheque,REF00019911
PAY019912,2026-03-13,CUST0193,Rathi Sons,SAL020559,3930.18,Cheque,REF00019912
PAY019921,2026-03-12,CUST0193,Rathi Sons,SAL020568,9750.19,UPI,REF00019921
PAY019929,2026-05-04,CUST0193,Rathi Sons,SAL020576,15409.8,Cheque,REF00019929
PAY019932,2026-04-19,CUST0193,Rathi Sons,SAL020579,5987.9,Cheque,REF00019932
PAY019936,2026-04-18,CUST0193,Rathi Sons,SAL020583,1738.24,UPI,REF00019936
PAY019940,2026-04-18,CUST0193,Rathi Sons,SAL020587,11351.41,UPI,REF00019940
PAY019955,2026-05-19,CUST0193,Rathi Sons,SAL020602,13196.94,Cheque,REF00019955
PAY019961,2026-05-11,CUST0193,Rathi Sons,SAL020608,15206.2,UPI,REF00019961
PAY019971,2026-06-20,CUST0193,Rathi Sons,SAL020618,6544.28,NEFT,REF00019971
PAY019972,2026-05-31,CUST0193,Rathi Sons,SAL020619,9723.37,NEFT,REF00019972
PAY019976,2026-06-06,CUST0193,Rathi Sons,SAL020623,7498.83,Cash,REF00019976
PAY019978,2026-06-13,CUST0193,Rathi Sons,SAL020625,7552.2,UPI,REF00019978
PAY019983,2026-06-29,CUST0193,Rathi Sons,SAL020630,5493.19,NEFT,REF00019983
PAY020000,2026-08-25,CUST0193,Rathi Sons,SAL020647,10678.39,Cash,REF00020000
PAY020003,2026-08-29,CUST0193,Rathi Sons,SAL020650,13285.02,Cheque,REF00020003
PAY020005,2026-08-09,CUST0193,Rathi Sons,SAL020653,9222.62,Cheque,REF00020005
PAY020016,2025-03-20,CUST0194,Lodha Departmental Store,SAL020684,5840.52,Cash,REF00020016
PAY020017,2025-04-19,CUST0194,Lodha Departmental Store,SAL020685,4721.8,UPI,REF00020017
PAY020018,2025-04-23,CUST0194,Lodha Departmental Store,SAL020686,3972.5,Cash,REF00020018
PAY020022,2025-07-10,CUST0194,Lodha Departmental Store,SAL020690,6474.83,UPI,REF00020022
PAY020029,2025-10-12,CUST0194,Lodha Departmental Store,SAL020697,6253.63,Cheque,REF00020029
PAY020037,2025-12-30,CUST0194,Lodha Departmental Store,SAL020705,2543.52,NEFT,REF00020037
PAY020045,2026-02-22,CUST0194,Lodha Departmental Store,SAL020713,12521.0,NEFT,REF00020045
PAY020050,2026-03-13,CUST0194,Lodha Departmental Store,SAL020718,12749.07,NEFT,REF00020050
PAY020054,2026-05-02,CUST0194,Lodha Departmental Store,SAL020722,29837.12,Cash,REF00020054
PAY020064,2026-07-21,CUST0194,Lodha Departmental Store,SAL020732,5368.07,UPI,REF00020064
PAY020076,2026-08-31,CUST0194,Lodha Departmental Store,SAL020749,4633.46,Cheque,REF00020076
PAY020077,2024-10-22,CUST0195,Bairwa Kirana,SAL020752,2562.11,Cheque,REF00020077
PAY020084,2024-10-24,CUST0195,Bairwa Kirana,SAL020759,7312.01,NEFT,REF00020084
PAY020087,2024-11-24,CUST0195,Bairwa Kirana,SAL020762,5303.2,Cheque,REF00020087
PAY020092,2024-11-14,CUST0195,Bairwa Kirana,SAL020767,9347.1,NEFT,REF00020092
PAY020113,2025-02-09,CUST0195,Bairwa Kirana,SAL020788,9103.43,UPI,REF00020113
PAY020116,2025-02-14,CUST0195,Bairwa Kirana,SAL020791,11717.63,Cash,REF00020116
PAY020135,2025-05-11,CUST0195,Bairwa Kirana,SAL020810,4549.56,Cash,REF00020135
PAY020139,2025-06-28,CUST0195,Bairwa Kirana,SAL020814,8429.16,Cash,REF00020139
PAY020175,2025-11-09,CUST0195,Bairwa Kirana,SAL020850,16727.34,UPI,REF00020175
PAY020178,2025-11-27,CUST0195,Bairwa Kirana,SAL020853,21215.53,UPI,REF00020178
PAY020179,2025-11-27,CUST0195,Bairwa Kirana,SAL020854,4659.83,UPI,REF00020179
PAY020184,2025-11-05,CUST0195,Bairwa Kirana,SAL020859,17653.37,NEFT,REF00020184
PAY020185,2025-11-30,CUST0195,Bairwa Kirana,SAL020860,2384.06,Cash,REF00020185
PAY020187,2025-11-15,CUST0195,Bairwa Kirana,SAL020862,10522.08,UPI,REF00020187
PAY020191,2025-12-25,CUST0195,Bairwa Kirana,SAL020866,4562.88,UPI,REF00020191
PAY020194,2025-12-21,CUST0195,Bairwa Kirana,SAL020869,420.0,Cash,REF00020194
PAY020197,2026-01-20,CUST0195,Bairwa Kirana,SAL020872,4876.8,Cheque,REF00020197
PAY020199,2026-02-08,CUST0195,Bairwa Kirana,SAL020874,18977.17,UPI,REF00020199
PAY020207,2026-04-04,CUST0195,Bairwa Kirana,SAL020882,2744.0,Cheque,REF00020207
PAY020209,2026-03-18,CUST0195,Bairwa Kirana,SAL020884,10807.52,NEFT,REF00020209
PAY020217,2026-04-29,CUST0195,Bairwa Kirana,SAL020892,14177.6,Cheque,REF00020217
PAY020230,2026-06-12,CUST0195,Bairwa Kirana,SAL020905,8736.09,Cash,REF00020230
PAY020233,2026-08-06,CUST0195,Bairwa Kirana,SAL020908,6117.3,Cash,REF00020233
PAY020234,2026-08-10,CUST0195,Bairwa Kirana,SAL020909,2831.35,Cash,REF00020234
PAY020244,2026-08-28,CUST0195,Bairwa Kirana,SAL020921,9612.83,UPI,REF00020244
PAY020245,2026-08-28,CUST0195,Bairwa Kirana,SAL020922,14995.75,UPI,REF00020245
PAY020257,2024-11-27,CUST0196,Khandelwal Sons,SAL020937,7140.0,UPI,REF00020257
PAY020259,2024-11-24,CUST0196,Khandelwal Sons,SAL020939,11892.66,NEFT,REF00020259
PAY020261,2024-11-13,CUST0196,Khandelwal Sons,SAL020941,13306.61,Cheque,REF00020261
PAY020263,2024-12-13,CUST0196,Khandelwal Sons,SAL020943,20129.56,Cash,REF00020263
PAY020268,2025-01-09,CUST0196,Khandelwal Sons,SAL020948,17893.52,UPI,REF00020268
PAY020279,2025-02-10,CUST0196,Khandelwal Sons,SAL020959,9382.0,NEFT,REF00020279
PAY020284,2025-03-09,CUST0196,Khandelwal Sons,SAL020964,9343.63,Cash,REF00020284
PAY020291,2025-05-07,CUST0196,Khandelwal Sons,SAL020971,6960.44,UPI,REF00020291
PAY020309,2025-06-23,CUST0196,Khandelwal Sons,SAL020989,16044.83,Cheque,REF00020309
PAY020315,2025-07-16,CUST0196,Khandelwal Sons,SAL020995,19061.6,UPI,REF00020315
PAY020323,2025-07-24,CUST0196,Khandelwal Sons,SAL021003,3456.88,NEFT,REF00020323
PAY020335,2025-10-08,CUST0196,Khandelwal Sons,SAL021015,12436.69,NEFT,REF00020335
PAY020350,2026-01-06,CUST0196,Khandelwal Sons,SAL021030,4592.59,UPI,REF00020350
PAY020353,2025-12-29,CUST0196,Khandelwal Sons,SAL021033,12901.31,UPI,REF00020353
PAY020355,2026-01-14,CUST0196,Khandelwal Sons,SAL021035,3650.0,Cash,REF00020355
PAY020356,2026-01-22,CUST0196,Khandelwal Sons,SAL021036,6093.22,Cash,REF00020356
PAY020368,2026-01-10,CUST0196,Khandelwal Sons,SAL021048,6609.41,UPI,REF00020368
PAY020373,2026-02-01,CUST0196,Khandelwal Sons,SAL021053,6225.39,UPI,REF00020373
PAY020427,2024-11-24,CUST0197,Choudhary Cold Store,SAL021120,2401.93,Cash,REF00020427
PAY020428,2024-11-10,CUST0197,Choudhary Cold Store,SAL021121,18916.49,NEFT,REF00020428
PAY020429,2024-11-29,CUST0197,Choudhary Cold Store,SAL021122,4253.02,UPI,REF00020429
PAY020446,2025-04-19,CUST0197,Choudhary Cold Store,SAL021139,5810.48,Cash,REF00020446
PAY020448,2025-04-20,CUST0197,Choudhary Cold Store,SAL021141,5053.65,UPI,REF00020448
PAY020449,2025-04-29,CUST0197,Choudhary Cold Store,SAL021142,947.28,Cheque,REF00020449
PAY020466,2025-10-05,CUST0197,Choudhary Cold Store,SAL021159,6443.15,Cash,REF00020466
PAY020468,2025-10-30,CUST0197,Choudhary Cold Store,SAL021161,6680.8,Cheque,REF00020468
PAY020473,2025-12-14,CUST0197,Choudhary Cold Store,SAL021166,6837.67,Cash,REF00020473
PAY020474,2026-01-05,CUST0197,Choudhary Cold Store,SAL021167,3472.51,NEFT,REF00020474
PAY020483,2026-06-29,CUST0197,Choudhary Cold Store,SAL021176,24987.84,Cash,REF00020483
PAY020484,2024-11-05,CUST0198,Choudhary Kirana,SAL021178,7406.27,Cheque,REF00020484
PAY020487,2025-02-15,CUST0198,Choudhary Kirana,SAL021181,3498.95,NEFT,REF00020487
PAY020489,2025-04-10,CUST0198,Choudhary Kirana,SAL021183,12474.07,UPI,REF00020489
PAY020492,2025-06-09,CUST0198,Choudhary Kirana,SAL021186,26868.65,Cheque,REF00020492
PAY020523,2026-04-27,CUST0198,Choudhary Kirana,SAL021217,472.74,UPI,REF00020523
PAY020525,2026-04-09,CUST0198,Choudhary Kirana,SAL021219,12354.45,Cheque,REF00020525
PAY020527,2026-05-25,CUST0198,Choudhary Kirana,SAL021221,17237.0,UPI,REF00020527
PAY020531,2026-06-27,CUST0198,Choudhary Kirana,SAL021225,25544.15,UPI,REF00020531
PAY020537,2026-07-05,CUST0198,Choudhary Kirana,SAL021231,15850.66,NEFT,REF00020537
PAY020538,2026-08-15,CUST0198,Choudhary Kirana,SAL021232,6300.88,Cheque,REF00020538
PAY020550,2025-01-01,CUST0199,Nagar Departmental Store,SAL021247,1706.62,UPI,REF00020550
PAY020558,2025-01-08,CUST0199,Nagar Departmental Store,SAL021253,399.39,NEFT,REF00020558
PAY020559,2025-01-08,CUST0199,Nagar Departmental Store,SAL021253,725.09,Cash,REF00020559
PAY020567,2025-02-21,CUST0199,Nagar Departmental Store,SAL021259,11713.46,NEFT,REF00020567
PAY020570,2025-03-03,CUST0199,Nagar Departmental Store,SAL021262,10464.45,UPI,REF00020570
PAY020571,2025-03-03,CUST0199,Nagar Departmental Store,SAL021262,15459.99,UPI,REF00020571
PAY020574,2025-02-18,CUST0199,Nagar Departmental Store,SAL021264,3072.33,NEFT,REF00020574
PAY020581,2025-03-19,CUST0199,Nagar Departmental Store,SAL021270,4133.42,NEFT,REF00020581
PAY020582,2025-03-19,CUST0199,Nagar Departmental Store,SAL021270,5047.92,Cash,REF00020582
PAY020586,2025-04-09,CUST0199,Nagar Departmental Store,SAL021273,13646.18,Cheque,REF00020586
PAY020587,2025-04-09,CUST0199,Nagar Departmental Store,SAL021273,14646.45,UPI,REF00020587
PAY020598,2025-04-17,CUST0199,Nagar Departmental Store,SAL021281,8002.24,Cheque,REF00020598
PAY020599,2025-05-07,CUST0199,Nagar Departmental Store,SAL021282,8369.33,Cheque,REF00020599
PAY020606,2025-06-01,CUST0199,Nagar Departmental Store,SAL021288,4207.94,Cash,REF00020606
PAY020610,2025-08-04,CUST0199,Nagar Departmental Store,SAL021291,1814.38,Cash,REF00020610
PAY020615,2025-09-05,CUST0199,Nagar Departmental Store,SAL021296,15585.14,UPI,REF00020615
PAY020622,2025-09-28,CUST0199,Nagar Departmental Store,SAL021301,24469.9,Cash,REF00020622
PAY020628,2025-10-30,CUST0199,Nagar Departmental Store,SAL021305,1047.61,UPI,REF00020628
