po_number,date,supplier_name,product_name,size_variant,quantity,landing_cost,invoice_value
PO07504,2023-12-07,Local Supplier,MDH Red Chilli Powder,250g,99,123.06,12182.94
PO07505,2023-12-07,Local Supplier,Harpic Toilet Cleaner,1L,70,159.18,11142.6
PO07506,2023-12-07,Local Supplier,Surf Excel Detergent,500g,64,131.41,8410.24
PO07507,2023-12-07,Local Supplier,Wheel Detergent Powder,500g,76,68.89,5235.64
PO07508,2023-12-07,Local Supplier,Lifebuoy Soap,75g,32,178.61,5715.52
PO07509,2023-12-07,Haldiram Distributors,Haldiram Namkeen,1kg,83,76.81,6375.23
PO07510,2023-12-07,Local Supplier,Pepsodent Toothpaste,70g,34,138.82,4719.88
PO07511,2023-12-07,Local Supplier,Paperboat Drinks,250ml,37,225.34,8337.58
PO07512,2023-12-07,Amul Cooperative Jaipur,Amul Ghee,500ml,42,452.32,18997.44
PO07513,2023-12-07,Local Supplier,Yakult Probiotic,5 bottles,73,150.32,10973.36
PO07514,2023-12-07,Local Supplier,Tissue Box,100 sheets,61,22.67,1382.87
PO07515,2023-12-07,Dabur Tonk Depot,Rooh Afza,300ml,11,289.01,3179.11
PO07516,2023-12-07,Local Supplier,Nivea Body Lotion,400ml,55,133.98,7368.9
PO07517,2023-12-07,Local Supplier,Horlicks,1kg,69,214.59,14806.71
PO07518,2023-12-07,Local Supplier,Reynolds Pen,10 pcs,45,40.5,1822.5
PO07519,2023-12-07,Local Supplier,Lux Soap,75g,54,127.44,6881.76
PO07520,2023-12-07,Local Supplier,MDH Red Chilli Powder,100g,92,189.34,17419.28
PO07521,2023-12-07,Parle Agencies Jaipur,Parle-G Biscuits,200g,63,176.18,11099.34
PO07522,2023-12-07,Local Supplier,Colgate Toothpaste,100g,98,46.94,4600.12
PO07523,2023-12-07,Local Supplier,Vim Dish Wash,250ml,75,123.06,9229.5
PO07524,2023-12-12,Local Supplier,Tissue Box,100 sheets,34,22.79,774.86
PO07525,2023-12-12,Local Supplier,Extension Board 4-pin,3m,49,155.03,7596.47
PO07526,2023-12-12,Local Supplier,Scotch Tape,3 rolls,95,117.1,11124.5
PO07527,2023-12-12,ITC Regional Depot,Sunfeast Dark Fantasy,75g,63,105.3,6633.9
PO07528,2023-12-12,Local Supplier,Tang Powder,500g,24,106.03,2544.72
PO07529,2023-12-12,Local Supplier,Pepsodent Toothpaste,150g,12,146.93,1763.16
PO07530,2023-12-12,Local Supplier,Red Label Tea,500g,12,271.09,3253.08
PO07531,2023-12-12,Local Supplier,Paperboat Drinks,250ml,77,235.09,18101.93
PO07532,2023-12-12,Local Supplier,Parachute Coconut Oil,1L,25,213.01,5325.25
PO07533,2023-12-12,Local Supplier,Fortune Sunflower Oil,1L,68,300.51,20434.68
PO07534,2023-12-12,Local Supplier,Anchor Switchboard,6 switch,95,310.3,29478.5
PO07535,2023-12-12,Local Supplier,Good Knight Mosquito Coil,20 pcs,61,90.87,5543.07
PO07536,2023-12-12,Local Supplier,Red Label Tea,250g,89,312.12,27778.68
PO07537,2023-12-12,Amul Cooperative Jaipur,Amul Cheese Slices,400g,46,141.23,6496.58
PO07538,2023-12-12,Local Supplier,Patanjali Kesh Kanti,200ml,81,209.67,16983.27
PO07539,2023-12-12,Local Supplier,Syska LED Strip,5m,74,253.78,18779.72
PO07540,2023-12-12,Local Supplier,MDH Garam Masala,50g,11,242.42,2666.62
PO07541,2023-12-12,Nestle C&F Jaipur,Nescafe Classic Coffee,50g,72,309.41,22277.52
PO07542,2023-12-14,Local Supplier,Colin Glass Cleaner,500ml,83,251.04,20836.32
PO07543,2023-12-14,Local Supplier,Odonil Air Freshener,150g,49,226.23,11085.27
PO07544,2023-12-14,Local Supplier,Parachute Coconut Oil,500ml,81,168.38,13638.78
PO07545,2023-12-14,Dabur Tonk Depot,Rooh Afza,300ml,76,293.96,22340.96
PO07546,2023-12-14,Local Supplier,Lizol Floor Cleaner,2L,81,23.12,1872.72
PO07547,2023-12-14,Local Supplier,Vim Dish Wash,250ml,62,117.91,7310.42
PO07548,2023-12-14,Local Supplier,Fair & Lovely Cream,25g,46,74.93,3446.78
PO07549,2023-12-14,ITC Regional Depot,Lays Chips,73g,17,84.34,1433.78
PO07550,2023-12-14,Local Supplier,Garbage Bags,30 pcs,80,43.46,3476.8
PO07551,2023-12-14,ITC Regional Depot,Fevicol Glue,100ml,80,99.4,7952.0
PO07552,2023-12-14,Local Supplier,Veet Hair Removal Cream,25g,27,103.95,2806.65
PO07553,2023-12-14,Local Supplier,Fortune Sunflower Oil,1L,56,290.99,16295.44
PO07554,2023-12-14,Local Supplier,Lifebuoy Soap,250g,39,52.9,2063.1
PO07555,2023-12-14,Local Supplier,Extension Board 4-pin,1.5m,47,211.1,9921.7
PO07556,2023-12-14,Local Supplier,Classmate Notebook,100 pages,87,44.67,3886.29
PO07557,2023-12-14,Local Supplier,Horlicks,200g,72,135.51,9756.72
PO07558,2023-12-14,Haldiram Distributors,Haldiram Namkeen,400g,74,161.65,11962.1
PO07559,2023-12-14,Local Supplier,Tata Tea Premium,500g,54,36.09,1948.86
PO07560,2023-12-14,Local Supplier,Yakult Probiotic,5 bottles,41,146.8,6018.8
PO07561,2023-12-14,Local Supplier,Tang Powder,500g,53,105.69,5601.57
PO07562,2023-12-19,Local Supplier,Fortune Sunflower Oil,1L,36,296.43,10671.48
PO07563,2023-12-19,Local Supplier,Scotch Brite Scrub,3 pc,92,81.44,7492.48
PO07564,2023-12-19,Local Supplier,Odonil Air Freshener,150g,55,231.78,12747.9
PO07565,2023-12-19,Britannia Jaipur Hub,Hide & Seek,75g,67,55.13,3693.71
PO07566,2023-12-19,Britannia Jaipur Hub,Britannia Biscuits,400g,40,151.13,6045.2
PO07567,2023-12-19,Local Supplier,Surf Excel Detergent,1kg,77,66.27,5102.79
PO07568,2023-12-19,Local Supplier,Horlicks,1kg,13,216.82,2818.66
PO07569,2023-12-19,ITC Regional Depot,Sunfeast Dark Fantasy,75g,54,101.9,5502.6
PO07570,2023-12-19,Amul Cooperative Jaipur,Amul Butter,500g,42,41.31,1735.02
PO07571,2023-12-19,Haldiram Distributors,Haldiram Namkeen,400g,83,158.26,13135.58
PO07572,2023-12-19,Britannia Jaipur Hub,Bourbon Biscuits,200g,70,82.9,5803.0
PO07573,2023-12-19,Local Supplier,Clinic Plus Shampoo,350ml,45,158.81,7146.45
PO07574,2023-12-19,Britannia Jaipur Hub,Bourbon Biscuits,80g,41,22.9,938.9
PO07575,2023-12-19,Local Supplier,Clinic Plus Shampoo,175ml,72,223.77,16111.44
PO07576,2023-12-19,Local Supplier,MDH Red Chilli Powder,500g,98,266.27,26094.46
PO07577,2023-12-19,Local Supplier,Fair & Lovely Cream,50g,33,43.12,1422.96
PO07578,2023-12-19,ITC Regional Depot,Lays Chips,73g,27,86.75,2342.25
PO07579,2023-12-19,Local Supplier,Nivea Body Lotion,400ml,25,140.69,3517.25
PO07580,2023-12-19,Local Supplier,Vim Dish Wash,500ml,40,61.93,2477.2
PO07581,2023-12-19,Britannia Jaipur Hub,Monaco Crackers,160g,67,20.57,1378.19
PO07582,2023-12-19,Local Supplier,Nivea Body Lotion,200ml,11,209.03,2299.33
PO07583,2023-12-19,Local Supplier,Wheel Detergent Powder,1kg,29,80.6,2337.4
PO07584,2023-12-19,Local Supplier,Lux Soap,150g,93,83.51,7766.43
PO07585,2023-12-19,Local Supplier,Harpic Toilet Cleaner,500ml,77,84.4,6498.8
PO07586,2023-12-21,Local Supplier,Harpic Toilet Cleaner,1L,87,159.71,13894.77
PO07587,2023-12-21,Local Supplier,Red Label Tea,500g,17,279.61,4753.37
PO07588,2023-12-21,Local Supplier,Fortune Sunflower Oil,1L,96,300.08,28807.68
PO07589,2023-12-21,Local Supplier,Vim Dish Wash,1L,13,117.52,1527.76
PO07590,2023-12-21,Dabur Tonk Depot,Rooh Afza,750ml,55,111.56,6135.8
PO07591,2023-12-21,Local Supplier,Odonil Air Freshener,75g,64,138.02,8833.28
PO07592,2023-12-21,Local Supplier,Lizol Floor Cleaner,2L,24,23.38,561.12
PO07593,2023-12-21,Local Supplier,Marico Hair Oil,100ml,77,252.27,19424.79
PO07594,2023-12-21,Local Supplier,Garbage Bags,30 pcs,13,42.11,547.43
PO07595,2023-12-21,Local Supplier,Dove Shampoo,400ml,59,129.62,7647.58
PO07596,2023-12-21,Local Supplier,Lifebuoy Soap,150g,94,129.69,12190.86
PO07597,2023-12-21,Nestle C&F Jaipur,Nestle Milkmaid,400g,70,545.01,38150.7
PO07598,2023-12-21,Local Supplier,MDH Red Chilli Powder,500g,69,268.15,18502.35
PO07599,2023-12-21,Local Supplier,Tissue Box,200 sheets,27,233.49,6304.23
PO07600,2023-12-21,Local Supplier,Pantene Shampoo,370ml,60,276.0,16560.0
PO07601,2023-12-21,Parle Agencies Jaipur,Parle-G Biscuits,200g,91,177.44,16147.04
PO07602,2023-12-21,Nestle C&F Jaipur,Nescafe Classic Coffee,50g,36,314.84,11334.24
PO07603,2023-12-21,Local Supplier,Everest Sabji Masala,100g,47,262.32,12329.04
PO07604,2023-12-21,Local Supplier,Tang Powder,500g,66,103.4,6824.4
PO07605,2023-12-21,Local Supplier,Syska LED Strip,5m,94,253.87,23863.78
PO07606,2023-12-21,Local Supplier,Odonil Air Freshener,150g,31,229.91,7127.21
PO07607,2023-12-21,Local Supplier,Jockey Vest,M,95,249.09,23663.55
PO07608,2023-12-21,Local Supplier,Lifebuoy Soap,250g,44,53.45,2351.8
PO07609,2023-12-21,Local Supplier,Lux Soap,150g,38,83.86,3186.68
PO07610,2023-12-21,ITC Regional Depot,Kurkure,73g,21,107.42,2255.82
PO07611,2023-12-21,Local Supplier,Natraj Pencil Box,10 pcs,47,116.68,5483.96
PO07612,2023-12-21,Local Supplier,Godrej Hit Cockroach Spray,200ml,33,90.93,3000.69
PO07613,2023-12-21,Local Supplier,Limca Syrup,750ml,80,173.61,13888.8
PO07614,2023-12-21,Local Supplier,Lifebuoy Soap,75g,93,180.39,16776.27
PO07615,2023-12-21,Local Supplier,Scotch Tape,3 rolls,87,115.77,10071.99
PO07616,2023-12-21,Local Supplier,Godrej Hit Cockroach Spray,400ml,84,192.43,16164.12
PO07617,2023-12-26,Dabur Tonk Depot,Rooh Afza,300ml,83,289.35,24016.05
PO07618,2023-12-26,Local Supplier,Jockey Vest,M,23,254.54,5854.42
PO07619,2023-12-26,Local Supplier,VIP Socks,2 pairs,48,144.41,6931.68
PO07620,2023-12-26,Local Supplier,MDH Red Chilli Powder,250g,99,124.61,12336.39
PO07621,2023-12-26,Local Supplier,Candle Pack,24 pcs,67,123.05,8244.35
PO07622,2023-12-26,ITC Regional Depot,Fevicol Glue,500ml,91,22.03,2004.73
PO07623,2023-12-26,Local Supplier,Colgate Toothpaste,100g,11,45.06,495.66
PO07624,2023-12-26,Local Supplier,Bajaj LED Bulb 9W,1 pc,42,257.27,10805.34
PO07625,2023-12-26,Local Supplier,Marico Hair Oil,300ml,14,289.49,4052.86
PO07626,2023-12-26,Local Supplier,Parachute Coconut Oil,500ml,35,161.57,5654.95
PO07627,2023-12-26,ITC Regional Depot,Annapurna Atta,5kg,59,140.47,8287.73
PO07628,2023-12-26,Amul Cooperative Jaipur,Amul Ghee,1L,81,509.29,41252.49
PO07629,2023-12-26,ITC Regional Depot,Annapurna Atta,10kg,20,75.05,1501.0
PO07630,2023-12-26,Nestle C&F Jaipur,Nescafe Classic Coffee,50g,87,306.98,26707.26
PO07631,2023-12-26,Local Supplier,Yakult Probiotic,5 bottles,70,146.78,10274.6
PO07632,2023-12-26,Local Supplier,Scotch Brite Scrub,3 pc,41,81.19,3328.79
PO07633,2023-12-26,Local Supplier,Syska LED Strip,5m,86,259.94,22354.84
PO07634,2023-12-28,Local Supplier,Philips LED Bulb 12W,4 pcs,19,359.94,6838.86
PO07635,2023-12-28,Local Supplier,Pantene Shampoo,370ml,99,283.2,28036.8
PO07636,2023-12-28,Local Supplier,Pantene Shampoo,185ml,64,190.36,12183.04
PO07637,2023-12-28,Local Supplier,Head & Shoulders Shampoo,180ml,84,325.48,27340.32
PO07638,2023-12-28,Local Supplier,Dove Shampoo,400ml,41,123.6,5067.6
PO07639,2023-12-28,Local Supplier,Vim Dish Wash,500ml,51,60.68,3094.68
PO07640,2023-12-28,Local Supplier,Parachute Coconut Oil,500ml,64,164.31,10515.84
PO07641,2023-12-28,Britannia Jaipur Hub,Bourbon Biscuits,80g,86,22.44,1929.84
PO07642,2023-12-28,Local Supplier,All Out Liquid Refill,45ml,85,83.58,7104.3
PO07643,2023-12-28,Local Supplier,Rin Bar,200g,19,71.12,1351.28
PO07644,2023-12-28,Local Supplier,Scotch Brite Scrub,2 pc,19,172.65,3280.35
PO07645,2023-12-28,Local Supplier,Tissue Box,200 sheets,20,229.27,4585.4
PO07646,2023-12-28,Local Supplier,Nivea Body Lotion,400ml,55,137.46,7560.3
PO07647,2023-12-28,Local Supplier,Good Knight Mosquito Coil,10 pcs,57,173.9,9912.3
PO07648,2023-12-28,Local Supplier,Bajaj LED Bulb 9W,4 pcs,43,209.09,8990.87
PO07649,2023-12-28,Local Supplier,Reynolds Pen,10 pcs,72,40.04,2882.88
PO07650,2023-12-28,Local Supplier,A4 Paper Ream,500 sheets,38,82.27,3126.26
PO07651,2023-12-28,Haldiram Distributors,Haldiram Namkeen,200g,20,40.54,810.8
PO07652,2023-12-28,Local Supplier,Colgate Toothpaste,100g,73,46.42,3388.66
PO07653,2023-12-28,Local Supplier,Patanjali Kesh Kanti,450ml,44,309.9,13635.6
PO07654,2023-12-28,Local Supplier,Handkerchief Pack,6 pcs,86,56.85,4889.1
PO07655,2023-12-28,Local Supplier,Natraj Pencil Box,20 pcs,12,29.63,355.56
PO07656,2024-01-02,Local Supplier,Marico Hair Oil,100ml,41,262.14,10747.74
PO07657,2024-01-02,Local Supplier,Saffola Gold Oil,1L,57,96.1,5477.7
PO07658,2024-01-02,Local Supplier,Philips LED Bulb 12W,4 pcs,71,350.88,24912.48
PO07659,2024-01-02,Local Supplier,Godrej Hit Cockroach Spray,200ml,28,87.45,2448.6
PO07660,2024-01-02,Local Supplier,Vim Dish Wash,1L,98,114.13,11184.74
PO07661,2024-01-02,Local Supplier,Classmate Notebook,100 pages,66,43.33,2859.78
PO07662,2024-01-02,Local Supplier,Limca Syrup,750ml,98,170.68,16726.64
PO07663,2024-01-02,Local Supplier,Red Label Tea,500g,69,269.27,18579.63
PO07664,2024-01-02,Britannia Jaipur Hub,Britannia Cheese Spread,180g,62,162.92,10101.04
PO07665,2024-01-02,Local Supplier,Paperboat Drinks,250ml,87,233.85,20344.95
PO07666,2024-01-02,Dabur Tonk Depot,Real Fruit Juice,1L,78,69.86,5449.08
PO07667,2024-01-02,Local Supplier,Odonil Air Freshener,75g,74,143.35,10607.9
PO07668,2024-01-02,Local Supplier,Good Knight Mosquito Coil,20 pcs,32,93.74,2999.68
PO07669,2024-01-02,Local Supplier,Harpic Toilet Cleaner,500ml,93,85.96,7994.28
PO07670,2024-01-02,Local Supplier,Colgate Toothpaste,300g,76,164.36,12491.36
PO07671,2024-01-02,Haldiram Distributors,Haldiram Namkeen,1kg,57,76.95,4386.15
PO07672,2024-01-02,Local Supplier,Rin Bar,400g,55,152.97,8413.35
PO07673,2024-01-02,Local Supplier,Fortune Sunflower Oil,5L,37,151.57,5608.09
PO07674,2024-01-02,Local Supplier,Fair & Lovely Cream,100g,96,126.87,12179.52
PO07675,2024-01-02,Amul Cooperative Jaipur,Amul Ghee,1L,46,503.76,23172.96
PO07676,2024-01-02,ITC Regional Depot,Kurkure,73g,42,106.39,4468.38
PO07677,2024-01-02,Amul Cooperative Jaipur,Amul Lassi,200ml,47,79.76,3748.72
PO07678,2024-01-02,Local Supplier,Jockey Vest,L,85,156.91,13337.35
PO07679,2024-01-02,Local Supplier,Natraj Pencil Box,20 pcs,35,29.64,1037.4
PO07680,2024-01-02,Local Supplier,MDH Haldi Powder,500g,28,197.22,5522.16
PO07681,2024-01-02,ITC Regional Depot,Annapurna Atta,5kg,84,142.34,11956.56
PO07682,2024-01-02,ITC Regional Depot,Lays Chips,73g,62,86.41,5357.42
PO07683,2024-01-02,Local Supplier,Dove Shampoo,400ml,49,125.52,6150.48
PO07684,2024-01-02,Nestle C&F Jaipur,Nescafe Classic Coffee,100g,81,289.4,23441.4
PO07685,2024-01-02,Local Supplier,Jockey Vest,M,42,245.3,10302.6
PO07686,2024-01-04,Britannia Jaipur Hub,Good Day Cookies,75g,57,115.31,6572.67
PO07687,2024-01-04,ITC Regional Depot,Stapler Machine,Standard,53,52.14,2763.42
PO07688,2024-01-04,Local Supplier,Parachute Coconut Oil,1L,77,213.73,16457.21
PO07689,2024-01-04,Local Supplier,Good Knight Mosquito Coil,10 pcs,11,178.04,1958.44
PO07690,2024-01-04,Local Supplier,Bajaj LED Bulb 9W,1 pc,38,245.68,9335.84
PO07691,2024-01-04,Local Supplier,Handkerchief Pack,12 pcs,72,258.75,18630.0
PO07692,2024-01-04,Britannia Jaipur Hub,Good Day Cookies,150g,31,66.83,2071.73
PO07693,2024-01-04,Local Supplier,Vim Dish Wash,500ml,73,61.31,4475.63
PO07694,2024-01-04,Local Supplier,MDH Haldi Powder,100g,65,367.67,23898.55
PO07695,2024-01-04,Local Supplier,Scotch Brite Scrub,3 pc,78,80.24,6258.72
PO07696,2024-01-04,Local Supplier,Garbage Bags,50 pcs,72,32.22,2319.84
PO07697,2024-01-04,Local Supplier,VIP Socks,4 pairs,53,183.1,9704.3
PO07698,2024-01-04,Local Supplier,Dove Shampoo,400ml,68,129.16,8782.88
PO07699,2024-01-04,Local Supplier,Syska LED Strip,1m,12,238.48,2861.76
PO07700,2024-01-04,ITC Regional Depot,Sunfeast Dark Fantasy,150g,68,128.26,8721.68
PO07701,2024-01-04,Local Supplier,Fair & Lovely Cream,50g,62,42.59,2640.58
PO07702,2024-01-04,Haldiram Distributors,Haldiram Namkeen,400g,51,167.78,8556.78
PO07703,2024-01-04,Local Supplier,Pantene Shampoo,185ml,32,193.07,6178.24
PO07704,2024-01-09,Local Supplier,Fortune Sunflower Oil,5L,27,146.03,3942.81
PO07705,2024-01-09,ITC Regional Depot,Stapler Machine,Standard,19,49.52,940.88
PO07706,2024-01-09,Local Supplier,Philips LED Bulb 12W,4 pcs,62,352.13,21832.06
PO07707,2024-01-09,Britannia Jaipur Hub,Hide & Seek,75g,29,54.41,1577.89
PO07708,2024-01-09,Local Supplier,Rin Bar,400g,11,151.34,1664.74
PO07709,2024-01-09,Local Supplier,Dettol Handwash,200ml,60,140.06,8403.6
PO07710,2024-01-09,Local Supplier,Reynolds Pen,20 pcs,72,40.4,2908.8
PO07711,2024-01-09,Local Supplier,Veet Hair Removal Cream,50g,60,216.0,12960.0
PO07712,2024-01-09,Local Supplier,MDH Haldi Powder,100g,54,377.46,20382.84
PO07713,2024-01-09,Local Supplier,Fair & Lovely Cream,50g,98,42.62,4176.76
PO07714,2024-01-09,Nestle C&F Jaipur,Nestle Milkmaid,1kg,39,120.9,4715.1
PO07715,2024-01-09,Amul Cooperative Jaipur,Amul Butter,100g,98,375.12,36761.76
PO07716,2024-01-09,Amul Cooperative Jaipur,Amul Cheese Slices,400g,66,141.14,9315.24
PO07717,2024-01-09,Local Supplier,Veet Hair Removal Cream,25g,58,107.63,6242.54
PO07718,2024-01-09,Local Supplier,Harpic Toilet Cleaner,500ml,39,84.93,3312.27
PO07719,2024-01-09,Local Supplier,Surf Excel Detergent,2kg,99,133.97,13263.03
PO07720,2024-01-09,Local Supplier,Tang Powder,100g,62,152.94,9482.28
PO07721,2024-01-09,Local Supplier,Vim Dish Wash,250ml,67,122.2,8187.4
PO07722,2024-01-09,Dabur Tonk Depot,Real Fruit Juice,2L,64,205.17,13130.88
PO07723,2024-01-09,Local Supplier,Head & Shoulders Shampoo,180ml,10,316.08,3160.8
PO07724,2024-01-09,Local Supplier,Nivea Body Lotion,200ml,55,209.02,11496.1
PO07725,2024-01-09,Local Supplier,Rupa Underwear,S,73,188.38,13751.74
PO07726,2024-01-09,ITC Regional Depot,Kurkure,73g,62,108.41,6721.42
PO07727,2024-01-09,Local Supplier,Limca Syrup,750ml,92,171.51,15778.92
PO07728,2024-01-09,Local Supplier,Extension Board 4-pin,1.5m,42,214.0,8988.0
PO07729,2024-01-09,Amul Cooperative Jaipur,Amul Ghee,1L,89,489.28,43545.92
PO07730,2024-01-09,ITC Regional Depot,Annapurna Atta,10kg,13,75.15,976.95
PO07731,2024-01-09,Local Supplier,Marico Hair Oil,100ml,92,258.76,23805.92
PO07732,2024-01-11,ITC Regional Depot,Lays Chips,26g,20,170.37,3407.4
PO07733,2024-01-11,Local Supplier,All Out Liquid Refill,135ml,87,155.1,13493.7
PO07734,2024-01-11,Local Supplier,MDH Haldi Powder,500g,25,198.83,4970.75
PO07735,2024-01-11,Local Supplier,Fair & Lovely Cream,50g,94,41.51,3901.94
PO07736,2024-01-11,Local Supplier,Dettol Handwash,200ml,53,135.61,7187.33
PO07737,2024-01-11,Local Supplier,Dove Shampoo,200ml,32,314.55,10065.6
PO07738,2024-01-11,ITC Regional Depot,Lays Chips,73g,28,85.6,2396.8
PO07739,2024-01-11,ITC Regional Depot,Kurkure,73g,81,108.14,8759.34
PO07740,2024-01-11,Nestle C&F Jaipur,Nescafe Classic Coffee,100g,34,287.1,9761.4
PO07741,2024-01-11,Local Supplier,Handkerchief Pack,12 pcs,43,255.18,10972.74
PO07742,2024-01-11,Amul Cooperative Jaipur,Amul Butter,500g,11,41.41,455.51
PO07743,2024-01-11,Local Supplier,MDH Red Chilli Powder,250g,44,128.43,5650.92
PO07744,2024-01-11,Local Supplier,Lizol Floor Cleaner,2L,70,22.89,1602.3
PO07745,2024-01-11,Local Supplier,MDH Red Chilli Powder,500g,38,272.69,10362.22
PO07746,2024-01-11,Britannia Jaipur Hub,Good Day Cookies,75g,81,115.27,9336.87
PO07747,2024-01-11,ITC Regional Depot,Sunfeast Dark Fantasy,150g,53,126.51,6705.03
PO07748,2024-01-11,Local Supplier,Jockey Vest,M,16,253.95,4063.2
PO07749,2024-01-11,Local Supplier,Dove Shampoo,400ml,69,124.98,8623.62
PO07750,2024-01-11,Local Supplier,Fortune Sunflower Oil,1L,94,298.91,28097.54
PO07751,2024-01-11,ITC Regional Depot,Stapler Machine,Standard,96,52.01,4992.96
PO07752,2024-01-11,Local Supplier,Lizol Floor Cleaner,500ml,35,118.04,4131.4
PO07753,2024-01-11,Local Supplier,Reynolds Pen,10 pcs,23,41.53,955.19
PO07754,2024-01-11,Local Supplier,Head & Shoulders Shampoo,180ml,21,318.89,6696.69
PO07755,2024-01-11,Local Supplier,MDH Haldi Powder,250g,14,365.93,5123.02
PO07756,2024-01-11,Local Supplier,Saffola Gold Oil,1L,87,96.4,8386.8
PO07757,2024-01-11,Local Supplier,Jockey Vest,S,50,207.1,10355.0
PO07758,2024-01-11,ITC Regional Depot,Annapurna Atta,5kg,19,139.72,2654.68
PO07759,2024-01-11,Local Supplier,Parachute Coconut Oil,1L,18,207.64,3737.52
PO07760,2024-01-11,Local Supplier,Horlicks,200g,84,129.49,10877.16
PO07761,2024-01-11,Nestle C&F Jaipur,Nestle Milkmaid,1kg,73,119.56,8727.88
PO07762,2024-01-11,Parle Agencies Jaipur,Parle-G Biscuits,100g,39,19.82,772.98
PO07763,2024-01-11,ITC Regional Depot,Kurkure,100g,79,44.87,3544.73
PO07764,2024-01-11,Local Supplier,Tata Tea Premium,1kg,96,122.35,11745.6
PO07765,2024-01-11,Local Supplier,Scotch Brite Scrub,2 pc,92,169.41,15585.72
PO07766,2024-01-16,Local Supplier,Pepsodent Toothpaste,150g,69,154.17,10637.73
PO07767,2024-01-16,ITC Regional Depot,Annapurna Atta,10kg,24,75.45,1810.8
PO07768,2024-01-16,Local Supplier,Red Label Tea,1kg,78,259.03,20204.34
PO07769,2024-01-16,Britannia Jaipur Hub,Monaco Crackers,160g,84,20.7,1738.8
PO07770,2024-01-16,Local Supplier,Pantene Shampoo,185ml,71,194.32,13796.72
PO07771,2024-01-16,Local Supplier,Mother Dairy Paneer,200g,74,234.0,17316.0
PO07772,2024-01-16,Local Supplier,Clinic Plus Shampoo,175ml,11,234.74,2582.14
PO07773,2024-01-16,Local Supplier,Fair & Lovely Cream,50g,24,41.29,990.96
PO07774,2024-01-16,Local Supplier,Anchor Switchboard,6 switch,17,299.2,5086.4
PO07775,2024-01-16,Local Supplier,All Out Liquid Refill,45ml,28,83.17,2328.76
PO07776,2024-01-16,Local Supplier,Tata Tea Premium,1kg,43,120.66,5188.38
PO07777,2024-01-16,Local Supplier,MDH Red Chilli Powder,250g,71,122.73,8713.83
PO07778,2024-01-16,Local Supplier,Tata Tea Premium,250g,62,306.16,18981.92
PO07779,2024-01-16,Local Supplier,Fair & Lovely Cream,100g,58,126.12,7314.96
PO07780,2024-01-16,Britannia Jaipur Hub,Monaco Crackers,80g,22,100.29,2206.38
PO07781,2024-01-16,Local Supplier,MDH Garam Masala,50g,59,247.27,14588.93
PO07782,2024-01-16,Local Supplier,Rupa Underwear,M,58,61.29,3554.82
PO07783,2024-01-16,Local Supplier,Scotch Brite Scrub,2 pc,35,169.97,5948.95
PO07784,2024-01-16,Local Supplier,Horlicks,500g,35,205.04,7176.4
PO07785,2024-01-16,Britannia Jaipur Hub,Britannia Biscuits,100g,36,35.02,1260.72
PO07786,2024-01-16,Local Supplier,Colgate Toothpaste,300g,66,164.58,10862.28
PO07787,2024-01-16,Local Supplier,Horlicks,200g,48,135.46,6502.08
PO07788,2024-01-16,Britannia Jaipur Hub,Good Day Cookies,150g,13,65.46,850.98
PO07789,2024-01-16,Local Supplier,Paperboat Drinks,200ml,21,282.15,5925.15
PO07790,2024-01-18,Local Supplier,Vim Dish Wash,500ml,68,61.01,4148.68
PO07791,2024-01-18,Local Supplier,MDH Haldi Powder,500g,57,190.15,10838.55
PO07792,2024-01-18,Britannia Jaipur Hub,Britannia Cheese Spread,180g,83,163.71,13587.93
PO07793,2024-01-18,ITC Regional Depot,Lays Chips,73g,20,84.55,1691.0
PO07794,2024-01-18,ITC Regional Depot,Stapler Machine,Standard,49,49.94,2447.06
PO07795,2024-01-18,Local Supplier,Godrej Hit Cockroach Spray,400ml,71,184.05,13067.55
PO07796,2024-01-18,Local Supplier,Mother Dairy Paneer,500g,57,617.4,35191.8
PO07797,2024-01-18,Local Supplier,Rin Bar,100g,82,113.48,9305.36
PO07798,2024-01-18,Local Supplier,Harpic Toilet Cleaner,500ml,11,83.87,922.57
PO07799,2024-01-18,Local Supplier,Extension Board 4-pin,1.5m,27,204.09,5510.43
PO07800,2024-01-18,Local Supplier,Lifebuoy Soap,75g,87,171.93,14957.91
PO07801,2024-01-18,Local Supplier,Tata Salt,1kg,35,306.93,10742.55
PO07802,2024-01-18,Amul Cooperative Jaipur,Amul Lassi,200ml,56,80.38,4501.28
PO07803,2024-01-18,Local Supplier,Vim Dish Wash,1L,10,113.24,1132.4
PO07804,2024-01-18,Dabur Tonk Depot,Real Fruit Juice,1L,77,72.89,5612.53
PO07805,2024-01-18,Amul Cooperative Jaipur,Amul Ghee,1L,55,501.24,27568.2
PO07806,2024-01-23,Dabur Tonk Depot,Real Fruit Juice,1L,61,70.16,4279.76
PO07807,2024-01-23,Local Supplier,Head & Shoulders Shampoo,360ml,17,202.11,3435.87
PO07808,2024-01-23,Local Supplier,Horlicks,200g,70,128.98,9028.6
PO07809,2024-01-23,Local Supplier,Scotch Brite Scrub,3 pc,80,79.99,6399.2
PO07810,2024-01-23,Local Supplier,Extension Board 4-pin,1.5m,22,207.63,4567.86
PO07811,2024-01-23,Local Supplier,Pepsodent Toothpaste,300g,76,170.23,12937.48
